Importance,Level,Code,Occupation
72,71,33-1021.01,Municipal Fire Fighting and Prevention Supervisors
72,64,51-8031.00,Water and Wastewater Treatment Plant and System Operators
72,63,17-3029.12,Nanotechnology Engineering Technicians
72,61,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
72,54,49-9094.00,Locksmiths and Safe Repairers
71,72,49-9051.00,Electrical Power-Line Installers and Repairers
71,65,53-7111.00,Mine Shuttle Car Operators
71,64,49-9062.00,Medical Equipment Repairers
71,57,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
70,70,51-4111.00,Tool and Die Makers
70,66,47-5042.00,Mine Cutting and Channeling Machine Operators
70,65,51-4061.00,"Model Makers, Metal and Plastic"
70,63,33-2011.01,Municipal Firefighters
70,62,51-9122.00,"Painters, Transportation Equipment"
70,61,51-8099.03,Biomass Plant Technicians
70,61,49-9071.00,"Maintenance and Repair Workers, General"
69,68,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
69,59,53-7031.00,Dredge Operators
69,55,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
69,46,45-2091.00,Agricultural Equipment Operators
68,70,53-7032.00,Excavating and Loading Machine and Dragline Operators
68,60,17-3029.07,Mechanical Engineering Technologists
68,60,49-9063.00,Musical Instrument Repairers and Tuners
68,57,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
68,57,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
68,49,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
67,68,17-3024.01,Robotics Technicians
67,65,17-3027.01,Automotive Engineering Technicians
67,64,49-3023.02,Automotive Specialty Technicians
67,60,33-1021.02,Forest Fire Fighting and Prevention Supervisors
67,56,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
67,55,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
66,67,17-3029.09,Manufacturing Production Technicians
66,53,51-9194.00,Etchers and Engravers
65,66,49-9092.00,Commercial Divers
65,62,49-3043.00,Rail Car Repairers
65,59,45-1011.06,First-Line Supervisors of Aquacultural Workers
65,58,47-2151.00,Pipelayers
65,57,49-9031.00,Home Appliance Repairers
65,57,53-5022.00,Motorboat Operators
65,54,51-9151.00,Photographic Process Workers and Processing Machine Operators
64,70,49-9099.01,Geothermal Technicians
64,66,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
64,65,49-2091.00,Avionics Technicians
64,63,29-2011.00,Medical and Clinical Laboratory Technologists
64,61,53-5021.02,"Mates- Ship, Boat, and Barge"
64,59,53-7121.00,"Tank Car, Truck, and Ship Loaders"
64,54,49-9011.00,Mechanical Door Repairers
63,63,17-3024.00,Electro-Mechanical Technicians
63,55,47-2073.00,Operating Engineers and Other Construction Equipment Operators
63,53,51-5113.00,Print Binding and Finishing Workers
62,59,49-3021.00,Automotive Body and Related Repairers
62,59,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
62,58,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
62,57,39-3021.00,Motion Picture Projectionists
62,57,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
62,54,45-4021.00,Fallers
62,52,53-7081.00,Refuse and Recyclable Material Collectors
62,49,49-9061.00,Camera and Photographic Equipment Repairers
62,45,53-7033.00,"Loading Machine Operators, Underground Mining"
61,70,11-3051.06,Hydroelectric Production Managers
61,63,33-2011.02,Forest Firefighters
61,61,11-9013.02,Farm and Ranch Managers
61,59,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
61,55,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
61,52,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
61,52,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
61,52,47-2152.02,Plumbers
61,51,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
61,46,51-9191.00,Adhesive Bonding Machine Operators and Tenders
60,62,17-2199.08,Robotics Engineers
60,60,17-3029.08,Photonics Technicians
60,56,51-9071.07,Precious Metal Workers
60,55,51-8099.01,Biofuels Processing Technicians
60,55,33-2022.00,Forest Fire Inspectors and Prevention Specialists
60,54,47-2061.00,Construction Laborers
60,54,51-4052.00,"Pourers and Casters, Metal"
60,54,47-2181.00,Roofers
60,53,37-3011.00,Landscaping and Groundskeeping Workers
60,53,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
60,49,37-3013.00,Tree Trimmers and Pruners
59,60,11-9013.03,Aquacultural Managers
59,60,11-9199.09,Wind Energy Operations Managers
59,57,17-3026.00,Industrial Engineering Technicians
59,54,45-3011.00,Fishers and Related Fishing Workers
59,53,47-3012.00,Helpers--Carpenters
59,49,47-4091.00,Segmental Pavers
59,46,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
58,66,47-2051.00,Cement Masons and Concrete Finishers
58,65,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
58,59,11-3051.04,Biomass Power Plant Managers
58,54,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
58,54,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
58,50,51-9198.00,Helpers--Production Workers
58,50,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
57,55,45-4011.00,Forest and Conservation Workers
57,54,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
57,54,51-4121.06,"Welders, Cutters, and Welder Fitters"
57,53,47-3016.00,Helpers--Roofers
57,49,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
57,46,51-4071.00,Foundry Mold and Coremakers
57,44,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
57,41,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
56,60,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
56,59,19-4041.02,Geological Sample Test Technicians
56,56,47-2152.01,Pipe Fitters and Steamfitters
56,53,47-2111.00,Electricians
56,52,53-6031.00,Automotive and Watercraft Service Attendants
56,47,51-1011.00,First-Line Supervisors of Production and Operating Workers
56,47,51-4051.00,Metal-Refining Furnace Operators and Tenders
56,40,33-2021.02,Fire Investigators
55,60,47-2021.00,Brickmasons and Blockmasons
55,57,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
55,52,19-4093.00,Forest and Conservation Technicians
55,49,51-3093.00,Food Cooking Machine Operators and Tenders
55,47,27-4012.00,Broadcast Technicians
55,43,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
55,42,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
54,56,51-4041.00,Machinists
54,53,51-2031.00,Engine and Other Machine Assemblers
54,52,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
54,51,49-3093.00,Tire Repairers and Changers
54,50,45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers
54,40,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
53,55,11-3051.02,Geothermal Production Managers
53,55,51-8013.00,Power Plant Operators
53,53,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
53,51,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
53,51,47-2053.00,Terrazzo Workers and Finishers
53,49,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
53,47,51-4062.00,"Patternmakers, Metal and Plastic"
53,44,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
53,41,51-7011.00,Cabinetmakers and Bench Carpenters
53,39,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
52,58,17-2121.01,Marine Engineers
52,54,29-1024.00,Prosthodontists
52,53,47-2031.02,Rough Carpenters
52,51,51-8091.00,Chemical Plant and System Operators
52,50,47-2231.00,Solar Photovoltaic Installers
52,48,47-4099.03,Weatherization Installers and Technicians
52,45,47-4041.00,Hazardous Materials Removal Workers
52,41,27-4031.00,"Camera Operators, Television, Video, and Motion Picture"
51,54,17-3029.06,Manufacturing Engineering Technologists
51,54,17-3027.00,Mechanical Engineering Technicians
51,51,29-2041.00,Emergency Medical Technicians and Paramedics
51,50,45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers
51,50,47-5051.00,"Rock Splitters, Quarry"
51,50,25-1194.00,"Vocational Education Teachers, Postsecondary"
51,47,53-7011.00,Conveyor Operators and Tenders
51,46,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
51,46,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51,46,31-9099.02,Endoscopy Technicians
51,45,45-3021.00,Hunters and Trappers
51,45,51-2041.00,Structural Metal Fabricators and Fitters
51,41,49-2098.00,Security and Fire Alarm Systems Installers
50,56,17-3029.03,Electromechanical Engineering Technologists
50,50,17-3029.04,Electronics Engineering Technologists
50,50,51-4192.00,"Layout Workers, Metal and Plastic"
50,50,49-2021.01,Radio Mechanics
50,48,29-1124.00,Radiation Therapists
50,39,49-9052.00,Telecommunications Line Installers and Repairers
50,34,47-2043.00,Floor Sanders and Finishers
49,46,47-2022.00,Stonemasons
49,43,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
49,42,47-2161.00,Plasterers and Stucco Masons
49,40,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
49,39,33-3041.00,Parking Enforcement Workers
49,38,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
48,61,51-8092.00,Gas Plant Operators
48,56,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
48,54,19-4011.01,Agricultural Technicians
48,54,17-3023.01,Electronics Engineering Technicians
48,54,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
48,51,51-9011.00,Chemical Equipment Operators and Tenders
48,49,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
48,47,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
48,44,41-2022.00,Parts Salespersons
48,42,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
48,38,47-5071.00,"Roustabouts, Oil and Gas"
48,36,51-9111.00,Packaging and Filling Machine Operators and Tenders
48,36,53-3041.00,Taxi Drivers and Chauffeurs
47,48,19-4051.01,Nuclear Equipment Operation Technicians
47,47,53-4011.00,Locomotive Engineers
47,46,51-9199.01,Recycling and Reclamation Workers
47,44,49-9096.00,Riggers
47,42,19-4011.02,Food Science Technicians
47,41,19-4031.00,Chemical Technicians
46,56,47-2211.00,Sheet Metal Workers
46,51,47-4031.00,Fence Erectors
46,50,17-2199.04,Manufacturing Engineers
46,47,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
46,44,47-1011.03,Solar Energy Installation Managers
46,43,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
46,39,51-9022.00,"Grinding and Polishing Workers, Hand"
45,54,17-2199.09,Nanosystems Engineers
45,50,45-4023.00,Log Graders and Scalers
45,49,17-3029.01,Non-Destructive Testing Specialists
45,47,51-9195.07,Molding and Casting Workers
45,46,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
45,46,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
45,44,29-2011.03,Histotechnologists and Histologic Technicians
45,42,17-3029.05,Industrial Engineering Technologists
45,39,35-9021.00,Dishwashers
45,39,11-9013.01,Nursery and Greenhouse Managers
45,32,51-2092.00,Team Assemblers
44,47,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
44,45,17-3023.03,Electrical Engineering Technicians
44,44,27-4014.00,Sound Engineering Technicians
44,42,51-9081.00,Dental Laboratory Technicians
44,42,33-3031.00,Fish and Game Wardens
44,42,29-2092.00,Hearing Aid Specialists
44,40,29-1071.01,Anesthesiologist Assistants
44,35,47-2031.01,Construction Carpenters
44,35,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
43,51,17-2199.01,Biochemical Engineers
43,50,17-1022.00,Surveyors
43,49,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
43,44,53-4012.00,Locomotive Firers
43,41,29-2055.00,Surgical Technologists
43,40,29-1021.00,"Dentists, General"
43,39,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
43,38,37-2021.00,Pest Control Workers
43,37,53-3022.00,"Bus Drivers, School or Special Client"
43,37,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
43,37,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
43,33,41-2021.00,Counter and Rental Clerks
43,32,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
42,49,51-6093.00,Upholsterers
42,46,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
42,45,19-2031.00,Chemists
42,43,29-2012.00,Medical and Clinical Laboratory Technicians
42,38,29-2054.00,Respiratory Therapy Technicians
42,37,47-2044.00,Tile and Marble Setters
42,35,51-3092.00,Food Batchmakers
42,35,51-7021.00,Furniture Finishers
42,32,39-5011.00,Barbers
42,32,51-3021.00,Butchers and Meat Cutters
42,30,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
41,49,11-3051.01,Quality Control Systems Managers
41,47,47-4099.02,Solar Thermal Installers and Technicians
41,45,11-3051.00,Industrial Production Managers
41,45,29-2091.00,Orthotists and Prosthetists
41,42,27-1012.00,Craft Artists
41,41,39-6011.00,Baggage Porters and Bellhops
41,41,51-9141.00,Semiconductor Processors
41,40,35-3022.01,Baristas
41,40,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
41,37,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
41,35,29-2032.00,Diagnostic Medical Sonographers
41,32,47-2141.00,"Painters, Construction and Maintenance"
41,31,41-2012.00,Gaming Change Persons and Booth Cashiers
40,49,51-6042.00,Shoe Machine Operators and Tenders
40,44,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
40,43,27-2012.05,Technical Directors/Managers
40,41,29-2031.00,Cardiovascular Technologists and Technicians
40,41,39-4011.00,Embalmers
40,41,25-4013.00,Museum Technicians and Conservators
40,40,17-3021.00,Aerospace Engineering and Operations Technicians
40,39,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
40,39,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
40,38,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
40,37,27-4011.00,Audio and Video Equipment Technicians
40,35,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
40,35,51-6031.00,Sewing Machine Operators
40,31,51-3023.00,Slaughterers and Meat Packers
39,47,51-7032.00,"Patternmakers, Wood"
39,46,19-4099.02,Precision Agriculture Technicians
39,43,53-6051.01,Aviation Inspectors
39,42,51-9082.00,Medical Appliance Technicians
39,40,51-9071.06,Gem and Diamond Workers
39,39,51-2023.00,Electromechanical Equipment Assemblers
39,39,17-3025.00,Environmental Engineering Technicians
39,38,19-4092.00,Forensic Science Technicians
39,38,53-7063.00,Machine Feeders and Offbearers
39,37,47-2041.00,Carpet Installers
39,35,53-7051.00,Industrial Truck and Tractor Operators
39,31,51-6011.00,Laundry and Dry-Cleaning Workers
38,47,17-2141.01,Fuel Cell Engineers
38,38,17-3031.01,Surveying Technicians
38,37,51-2022.00,Electrical and Electronic Equipment Assemblers
38,37,47-4051.00,Highway Maintenance Workers
38,36,29-1151.00,Nurse Anesthetists
38,35,53-4041.00,Subway and Streetcar Operators
38,34,53-6011.00,Bridge and Lock Tenders
38,21,45-2092.02,"Farmworkers and Laborers, Crop"
37,53,17-2021.00,Agricultural Engineers
37,42,29-1126.00,Respiratory Therapists
37,40,11-3071.02,Storage and Distribution Managers
37,38,47-2221.00,Structural Iron and Steel Workers
37,37,25-2032.00,"Career/Technical Education Teachers, Secondary School"
37,37,31-9093.00,Medical Equipment Preparers
37,36,11-3011.00,Administrative Services Managers
37,31,31-9091.00,Dental Assistants
36,50,19-2032.00,Materials Scientists
36,43,51-9071.01,Jewelers
36,39,51-9197.00,Tire Builders
36,34,51-2091.00,Fiberglass Laminators and Fabricators
36,34,29-2099.01,Neurodiagnostic Technologists
36,33,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
36,33,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
36,31,47-2171.00,Reinforcing Iron and Rebar Workers
35,49,17-2141.02,Automotive Engineers
35,45,51-7031.00,"Model Makers, Wood"
35,44,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
35,44,17-3029.11,Nanotechnology Engineering Technologists
35,39,39-4021.00,Funeral Attendants
35,36,51-4121.07,Solderers and Brazers
35,35,27-3011.00,Radio and Television Announcers
35,34,27-2021.00,Athletes and Sports Competitors
35,34,29-2033.00,Nuclear Medicine Technologists
35,32,51-5111.00,Prepress Technicians and Workers
35,28,35-2014.00,"Cooks, Restaurant"
35,27,51-9031.00,"Cutters and Trimmers, Hand"
35,27,49-9093.00,"Fabric Menders, Except Garment"
34,42,17-2199.06,Microsystems Engineers
34,40,11-3051.03,Biofuels Production Managers
34,38,17-2112.00,Industrial Engineers
34,38,51-9195.05,"Potters, Manufacturing"
34,37,51-2021.00,"Coil Winders, Tapers, and Finishers"
34,37,29-1022.00,Oral and Maxillofacial Surgeons
34,35,43-4151.00,Order Clerks
34,35,53-7064.00,"Packers and Packagers, Hand"
34,34,51-9083.00,Ophthalmic Laboratory Technicians
34,34,47-2082.00,Tapers
34,33,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
34,33,43-9071.00,"Office Machine Operators, Except Computer"
34,33,39-9032.00,Recreation Workers
34,32,31-9095.00,Pharmacy Aides
34,30,53-1011.00,Aircraft Cargo Handling Supervisors
34,29,53-6041.00,Traffic Technicians
34,27,35-2015.00,"Cooks, Short Order"
34,27,33-3051.01,Police Patrol Officers
33,40,17-2161.00,Nuclear Engineers
33,38,19-4051.02,Nuclear Monitoring Technicians
33,34,29-2056.00,Veterinary Technologists and Technicians
33,32,17-3029.02,Electrical Engineering Technologists
33,31,29-2099.07,Surgical Assistants
33,30,29-2034.00,Radiologic Technologists
33,29,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
33,28,33-9011.00,Animal Control Workers
33,25,49-3022.00,Automotive Glass Installers and Repairers
33,25,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
32,43,17-2131.00,Materials Engineers
32,39,51-6051.00,"Sewers, Hand"
32,36,11-9071.00,Gaming Managers
32,35,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
32,33,43-5041.00,"Meter Readers, Utilities"
32,31,53-3021.00,"Bus Drivers, Transit and Intercity"
32,31,31-9097.00,Phlebotomists
32,30,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
32,30,15-1142.00,Network and Computer Systems Administrators
31,38,53-4021.00,"Railroad Brake, Signal, and Switch Operators"
31,37,13-1081.01,Logistics Engineers
31,36,17-1022.01,Geodetic Surveyors
31,35,29-1128.00,Exercise Physiologists
31,33,53-2012.00,Commercial Pilots
31,32,19-4091.00,"Environmental Science and Protection Technicians, Including Health"
31,30,11-1021.00,General and Operations Managers
31,30,29-2057.00,Ophthalmic Medical Technicians
31,26,47-2121.00,Glaziers
31,25,43-5061.00,"Production, Planning, and Expediting Clerks"
31,24,15-1152.00,Computer Network Support Specialists
31,20,29-2051.00,Dietetic Technicians
30,41,19-1031.02,Range Managers
30,38,19-1021.00,Biochemists and Biophysicists
30,36,17-2031.00,Biomedical Engineers
30,34,47-3013.00,Helpers--Electricians
30,34,29-2099.05,Ophthalmic Medical Technologists
30,32,17-2199.03,Energy Engineers
30,27,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
29,42,43-5071.00,"Shipping, Receiving, and Traffic Clerks"
29,35,19-4041.01,Geophysical Data Technicians
29,34,29-2081.00,"Opticians, Dispensing"
29,32,19-1032.00,Foresters
29,32,27-4021.00,Photographers
29,32,51-8012.00,Power Distributors and Dispatchers
29,31,51-8011.00,Nuclear Power Reactor Operators
29,29,43-9011.00,Computer Operators
29,28,33-1012.00,First-Line Supervisors of Police and Detectives
29,28,11-9051.00,Food Service Managers
29,25,37-2012.00,Maids and Housekeeping Cleaners
29,24,15-1141.00,Database Administrators
29,21,39-1021.00,First-Line Supervisors of Personal Service Workers
28,44,17-2199.07,Photonics Engineers
28,40,17-2081.00,Environmental Engineers
28,33,39-4031.00,"Morticians, Undertakers, and Funeral Directors"
28,31,29-1061.00,Anesthesiologists
28,31,17-2111.01,Industrial Safety and Health Engineers
28,31,17-3013.00,Mechanical Drafters
28,30,53-2022.00,Airfield Operations Specialists
28,30,39-3092.00,Costume Attendants
28,30,53-3033.00,Light Truck or Delivery Services Drivers
27,39,19-1022.00,Microbiologists
27,36,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
27,35,19-1012.00,Food Scientists and Technologists
27,29,13-1199.01,Energy Auditors
27,29,51-9123.00,"Painting, Coating, and Decorating Workers"
27,28,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
27,27,47-2142.00,Paperhangers
27,26,53-5021.03,"Pilots, Ship"
27,26,39-1012.00,Slot Supervisors
27,25,11-9081.00,Lodging Managers
27,23,33-1011.00,First-Line Supervisors of Correctional Officers
26,36,19-2043.00,Hydrologists
26,35,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
26,34,29-9011.00,Occupational Health and Safety Specialists
26,33,53-1021.01,Recycling Coordinators
26,32,29-1023.00,Orthodontists
26,31,17-2141.00,Mechanical Engineers
26,29,15-1151.00,Computer User Support Specialists
26,29,19-4099.01,Quality Control Analysts
26,27,17-2071.00,Electrical Engineers
26,26,33-3052.00,Transit and Railroad Police
26,24,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
26,24,29-2021.00,Dental Hygienists
26,24,29-2035.00,Magnetic Resonance Imaging Technologists
26,24,33-9093.00,Transportation Security Screeners
25,36,17-2199.11,Solar Energy Systems Engineers
25,31,47-2081.00,Drywall and Ceiling Tile Installers
25,29,17-2072.00,"Electronics Engineers, Except Computer"
25,29,35-2021.00,Food Preparation Workers
25,28,19-4099.03,Remote Sensing Technicians
25,26,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
25,26,29-2061.00,Licensed Practical and Licensed Vocational Nurses
25,22,29-1181.00,Audiologists
25,18,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
25,Not available,21-1094.00,Community Health Workers
25,Not available,29-1069.08,Physical Medicine and Rehabilitation Physicians
24,36,17-2041.00,Chemical Engineers
24,30,13-1081.02,Logistics Analysts
24,30,29-9012.00,Occupational Health and Safety Technicians
24,29,35-1011.00,Chefs and Head Cooks
24,28,27-2042.02,"Musicians, Instrumental"
24,28,29-2053.00,Psychiatric Technicians
24,27,17-2011.00,Aerospace Engineers
24,27,35-2011.00,"Cooks, Fast Food"
24,26,53-3031.00,Driver/Sales Workers
24,26,25-1032.00,"Engineering Teachers, Postsecondary"
24,24,33-3021.05,Immigration and Customs Inspectors
24,22,31-9092.00,Medical Assistants
24,21,29-2052.00,Pharmacy Technicians
24,18,29-1069.06,Ophthalmologists
24,17,33-9021.00,Private Detectives and Investigators
24,16,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
24,15,35-3011.00,Bartenders
24,15,31-1015.00,Orderlies
24,Not available,17-3012.01,Electronic Drafters
23,31,25-1053.00,"Environmental Science Teachers, Postsecondary"
23,30,47-2132.00,"Insulation Workers, Mechanical"
23,30,17-2199.05,Mechatronics Engineers
23,29,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
23,27,17-2111.03,Product Safety Engineers
23,26,51-6041.00,Shoe and Leather Workers and Repairers
23,25,11-9061.00,Funeral Service Managers
23,23,43-5081.01,"Stock Clerks, Sales Floor"
23,22,17-2171.00,Petroleum Engineers
23,21,33-9099.02,Retail Loss Prevention Specialists
23,20,17-1021.00,Cartographers and Photogrammetrists
23,20,31-1014.00,Nursing Assistants
23,19,39-1021.01,Spa Managers
23,18,35-2012.00,"Cooks, Institution and Cafeteria"
23,Not available,45-2011.00,Agricultural Inspectors
23,Not available,43-9031.00,Desktop Publishers
23,Not available,13-1121.00,"Meeting, Convention, and Event Planners"
22,30,43-5021.00,Couriers and Messengers
22,30,25-1054.00,"Physics Teachers, Postsecondary"
22,27,29-1081.00,Podiatrists
22,27,27-1027.00,Set and Exhibit Designers
22,27,11-3071.01,Transportation Managers
22,25,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
22,25,19-1020.01,Biologists
22,24,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food"
22,24,29-2011.01,Cytogenetic Technologists
