Importance,Level,Code,Occupation
72,64,41-1011.00,First-Line Supervisors of Retail Sales Workers
72,63,13-1121.00,"Meeting, Convention, and Event Planners"
72,62,47-5081.00,Helpers--Extraction Workers
71,66,21-1022.00,Healthcare Social Workers
71,64,25-2023.00,"Career/Technical Education Teachers, Middle School"
71,63,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors
71,56,21-1021.00,"Child, Family, and School Social Workers"
70,73,11-9033.00,"Education Administrators, Postsecondary"
70,70,11-3051.04,Biomass Power Plant Managers
70,65,29-1125.00,Recreational Therapists
70,64,25-1021.00,"Computer Science Teachers, Postsecondary"
70,56,31-9099.01,Speech-Language Pathology Assistants
70,37,43-4041.01,Credit Authorizers
69,73,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
69,71,11-3021.00,Computer and Information Systems Managers
69,70,25-1071.00,"Health Specialties Teachers, Postsecondary"
69,70,29-1171.00,Nurse Practitioners
69,70,29-1022.00,Oral and Maxillofacial Surgeons
69,70,25-1054.00,"Physics Teachers, Postsecondary"
69,70,25-1113.00,"Social Work Teachers, Postsecondary"
69,69,33-2011.02,Forest Firefighters
69,66,29-1141.03,Critical Care Nurses
69,66,13-1075.00,Labor Relations Specialists
69,66,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
69,66,17-1022.00,Surveyors
69,64,19-1020.01,Biologists
69,63,29-1023.00,Orthodontists
69,62,29-1064.00,Obstetricians and Gynecologists
69,61,53-1021.01,Recycling Coordinators
69,58,27-1022.00,Fashion Designers
68,73,29-1069.04,Neurologists
68,69,25-1053.00,"Environmental Science Teachers, Postsecondary"
68,68,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
68,66,11-9039.01,Distance Learning Coordinators
68,66,11-3051.06,Hydroelectric Production Managers
68,65,25-1011.00,"Business Teachers, Postsecondary"
68,65,11-3051.02,Geothermal Production Managers
68,64,27-2021.00,Athletes and Sports Competitors
68,64,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
68,61,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
68,61,29-1122.00,Occupational Therapists
68,60,31-9097.00,Phlebotomists
68,48,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
67,70,11-3051.03,Biofuels Production Managers
67,70,25-9031.01,Instructional Designers and Technologists
67,69,11-3111.00,Compensation and Benefits Managers
67,69,17-2081.00,Environmental Engineers
67,69,29-1161.00,Nurse Midwives
67,68,33-2022.00,Forest Fire Inspectors and Prevention Specialists
67,67,19-3051.00,Urban and Regional Planners
67,65,13-2099.04,"Fraud Examiners, Investigators and Analysts"
67,65,27-2023.00,"Umpires, Referees, and Other Sports Officials"
67,64,49-9051.00,Electrical Power-Line Installers and Repairers
67,63,11-3071.01,Transportation Managers
67,56,53-1011.00,Aircraft Cargo Handling Supervisors
66,70,29-1141.01,Acute Care Nurses
66,70,11-9199.01,Regulatory Affairs Managers
66,70,29-1069.11,Sports Medicine Physicians
66,70,11-3031.01,Treasurers and Controllers
66,68,29-9099.01,Midwives
66,67,11-1011.03,Chief Sustainability Officers
66,65,17-2111.03,Product Safety Engineers
66,64,11-9199.02,Compliance Managers
66,64,29-2061.00,Licensed Practical and Licensed Vocational Nurses
66,64,13-1081.00,Logisticians
66,63,11-3071.02,Storage and Distribution Managers
66,62,11-3011.00,Administrative Services Managers
66,60,21-1023.00,Mental Health and Substance Abuse Social Workers
66,57,41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
66,56,25-2051.00,"Special Education Teachers, Preschool"
66,55,31-9099.02,Endoscopy Technicians
66,54,39-9032.00,Recreation Workers
66,54,47-2181.00,Roofers
66,46,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
65,75,19-3039.01,Neuropsychologists and Clinical Neuropsychologists
65,68,53-2021.00,Air Traffic Controllers
65,66,17-2199.03,Energy Engineers
65,66,25-1022.00,"Mathematical Science Teachers, Postsecondary"
65,65,17-2111.01,Industrial Safety and Health Engineers
65,63,25-2012.00,"Kindergarten Teachers, Except Special Education"
65,61,11-9013.03,Aquacultural Managers
65,60,53-5021.03,"Pilots, Ship"
65,59,17-3029.01,Non-Destructive Testing Specialists
65,58,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
65,57,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
65,50,47-4091.00,Segmental Pavers
65,44,29-2053.00,Psychiatric Technicians
64,71,17-2141.02,Automotive Engineers
64,66,29-1151.00,Nurse Anesthetists
64,65,19-1042.00,"Medical Scientists, Except Epidemiologists"
64,63,25-1063.00,"Economics Teachers, Postsecondary"
64,62,47-1011.03,Solar Energy Installation Managers
64,59,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
64,57,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
64,56,39-1021.00,First-Line Supervisors of Personal Service Workers
64,47,29-2051.00,Dietetic Technicians
64,40,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
63,71,29-1069.06,Ophthalmologists
63,69,17-2051.00,Civil Engineers
63,69,29-1069.09,Preventive Medicine Physicians
63,67,17-2051.01,Transportation Engineers
63,65,25-9021.00,Farm and Home Management Advisors
63,64,17-2081.01,Water/Wastewater Engineers
63,62,13-1199.04,Business Continuity Planners
63,62,19-1022.00,Microbiologists
63,61,29-1125.01,Art Therapists
63,61,29-9012.00,Occupational Health and Safety Technicians
63,61,29-1199.05,Orthoptists
63,59,41-3031.02,"Sales Agents, Financial Services"
63,58,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
63,58,29-2099.01,Neurodiagnostic Technologists
63,58,33-3052.00,Transit and Railroad Police
63,55,47-2031.02,Rough Carpenters
63,54,39-9041.00,Residential Advisors
63,48,39-1011.00,Gaming Supervisors
63,41,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
62,71,19-3041.00,Sociologists
62,69,19-1029.03,Geneticists
62,66,13-2052.00,Personal Financial Advisors
62,65,13-1131.00,Fundraisers
62,65,25-1064.00,"Geography Teachers, Postsecondary"
62,60,11-9199.09,Wind Energy Operations Managers
62,57,29-2041.00,Emergency Medical Technicians and Paramedics
62,57,53-5021.01,Ship and Boat Captains
62,55,33-2011.01,Municipal Firefighters
62,55,21-1015.00,Rehabilitation Counselors
62,54,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
62,53,49-9021.02,Refrigeration Mechanics and Installers
62,42,47-3016.00,Helpers--Roofers
61,70,17-1011.00,"Architects, Except Landscape and Naval"
61,67,15-1199.08,Business Intelligence Analysts
61,66,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
61,65,25-1065.00,"Political Science Teachers, Postsecondary"
61,63,17-1012.00,Landscape Architects
61,62,13-1041.06,Coroners
61,62,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
61,60,29-1125.02,Music Therapists
61,59,13-1071.00,Human Resources Specialists
61,59,27-2041.01,Music Directors
61,58,33-3051.01,Police Patrol Officers
61,57,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
61,56,53-7032.00,Excavating and Loading Machine and Dragline Operators
61,54,45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers
61,54,39-9031.00,Fitness Trainers and Aerobics Instructors
61,53,33-9031.00,Gaming Surveillance Officers and Gaming Investigators
61,49,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
61,48,49-9021.01,Heating and Air Conditioning Mechanics and Installers
61,46,51-8021.00,Stationary Engineers and Boiler Operators
61,45,39-9011.01,Nannies
61,43,51-3093.00,Food Cooking Machine Operators and Tenders
60,66,19-1011.00,Animal Scientists
60,64,17-2199.01,Biochemical Engineers
60,62,11-9141.00,"Property, Real Estate, and Community Association Managers"
60,62,29-1069.10,Radiologists
60,61,51-8012.00,Power Distributors and Dispatchers
60,61,13-1199.02,Security Management Specialists
60,60,27-3031.00,Public Relations Specialists
60,59,19-4093.00,Forest and Conservation Technicians
60,56,49-9094.00,Locksmiths and Safe Repairers
60,55,39-1012.00,Slot Supervisors
60,54,39-2011.00,Animal Trainers
60,53,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
60,53,29-2054.00,Respiratory Therapy Technicians
60,53,47-5012.00,"Rotary Drill Operators, Oil and Gas"
60,53,29-2055.00,Surgical Technologists
60,52,43-4051.03,Patient Representatives
60,49,51-9011.00,Chemical Equipment Operators and Tenders
60,46,51-3021.00,Butchers and Meat Cutters
60,46,35-9021.00,Dishwashers
60,46,35-2021.00,Food Preparation Workers
60,45,33-9099.02,Retail Loss Prevention Specialists
60,43,35-2014.00,"Cooks, Restaurant"
59,66,11-9041.00,Architectural and Engineering Managers
59,60,39-4031.00,"Morticians, Undertakers, and Funeral Directors"
59,59,15-1199.03,Web Administrators
59,58,25-1125.00,"History Teachers, Postsecondary"
59,57,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
59,57,29-1141.00,Registered Nurses
59,55,49-3011.00,Aircraft Mechanics and Service Technicians
59,55,29-1126.00,Respiratory Therapists
59,54,21-2011.00,Clergy
59,54,51-2091.00,Fiberglass Laminators and Fabricators
59,53,11-2021.00,Marketing Managers
59,51,31-1013.00,Psychiatric Aides
59,51,47-2022.00,Stonemasons
59,49,25-1191.00,Graduate Teaching Assistants
59,47,29-2099.07,Surgical Assistants
59,45,31-2021.00,Physical Therapist Assistants
58,65,19-3091.02,Archeologists
58,65,21-1094.00,Community Health Workers
58,64,15-2041.01,Biostatisticians
58,64,15-1199.02,Computer Systems Engineers/Architects
58,64,29-1069.07,Pathologists
58,62,29-2091.00,Orthotists and Prosthetists
58,61,19-1012.00,Food Scientists and Technologists
58,59,17-3029.06,Manufacturing Engineering Technologists
58,59,53-5021.02,"Mates- Ship, Boat, and Barge"
58,59,33-3051.03,Sheriffs and Deputy Sheriffs
58,57,51-8099.04,Hydroelectric Plant Technicians
58,57,11-9151.00,Social and Community Service Managers
58,56,13-1199.03,Customs Brokers
58,55,41-9022.00,Real Estate Sales Agents
58,54,43-9031.00,Desktop Publishers
58,54,29-2035.00,Magnetic Resonance Imaging Technologists
58,54,43-4141.00,New Accounts Clerks
58,52,39-6011.00,Baggage Porters and Bellhops
58,49,35-3011.00,Bartenders
58,49,41-2012.00,Gaming Change Persons and Booth Cashiers
58,39,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
57,64,11-9121.00,Natural Sciences Managers
57,64,29-9011.00,Occupational Health and Safety Specialists
57,62,19-3091.01,Anthropologists
57,62,29-9091.00,Athletic Trainers
57,62,19-1021.00,Biochemists and Biophysicists
57,62,21-1014.00,Mental Health Counselors
57,61,29-1199.04,Naturopathic Physicians
57,61,19-3099.01,Transportation Planners
57,58,29-1069.05,Nuclear Medicine Physicians
57,57,11-9021.00,Construction Managers
57,57,17-3029.05,Industrial Engineering Technologists
57,57,17-2121.01,Marine Engineers
57,56,29-2011.00,Medical and Clinical Laboratory Technologists
57,54,27-1025.00,Interior Designers
57,54,19-4051.02,Nuclear Monitoring Technicians
57,54,33-9032.00,Security Guards
57,53,29-1071.01,Anesthesiologist Assistants
57,51,47-4099.03,Weatherization Installers and Technicians
57,50,43-5031.00,"Police, Fire, and Ambulance Dispatchers"
57,47,11-9051.00,Food Service Managers
57,42,31-1014.00,Nursing Assistants
57,40,27-4031.00,"Camera Operators, Television, Video, and Motion Picture"
56,65,15-2011.00,Actuaries
56,64,13-2099.02,Risk Management Specialists
56,63,13-2061.00,Financial Examiners
56,62,13-1199.05,Sustainability Specialists
56,61,33-3021.06,Intelligence Analysts
56,58,13-1051.00,Cost Estimators
56,58,27-1027.00,Set and Exhibit Designers
56,57,51-4192.00,"Layout Workers, Metal and Plastic"
56,55,17-1022.01,Geodetic Surveyors
56,55,21-1091.00,Health Educators
56,53,17-3029.09,Manufacturing Production Technicians
56,53,33-9093.00,Transportation Security Screeners
56,51,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
56,50,33-3012.00,Correctional Officers and Jailers
56,47,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
56,46,51-4121.06,"Welders, Cutters, and Welder Fitters"
55,64,13-1081.01,Logistics Engineers
55,62,17-2021.00,Agricultural Engineers
55,61,19-1013.00,Soil and Plant Scientists
55,60,11-3051.01,Quality Control Systems Managers
55,59,11-9121.02,Water Resource Specialists
55,57,47-4021.00,Elevator Installers and Repairers
55,57,19-1029.02,Molecular and Cellular Biologists
55,56,29-2099.05,Ophthalmic Medical Technologists
55,56,29-2081.00,"Opticians, Dispensing"
55,55,11-2031.00,Public Relations and Fundraising Managers
55,51,49-9092.00,Commercial Divers
55,50,29-1127.00,Speech-Language Pathologists
55,43,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
55,42,47-2141.00,"Painters, Construction and Maintenance"
55,34,27-1026.00,Merchandise Displayers and Window Trimmers
54,67,19-2041.03,Industrial Ecologists
54,62,17-2111.02,Fire-Prevention and Protection Engineers
54,62,29-1067.00,Surgeons
54,60,17-2141.01,Fuel Cell Engineers
54,59,29-1069.01,Allergists and Immunologists
54,58,29-1061.00,Anesthesiologists
54,58,17-2031.00,Biomedical Engineers
54,57,33-3021.05,Immigration and Customs Inspectors
54,57,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
54,56,19-3094.00,Political Scientists
54,56,19-1031.01,Soil and Water Conservationists
54,55,29-1181.00,Audiologists
54,55,39-6012.00,Concierges
54,55,29-2057.00,Ophthalmic Medical Technicians
54,54,25-4021.00,Librarians
54,51,13-2071.00,Credit Counselors
54,50,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
54,50,17-3027.00,Mechanical Engineering Technicians
54,50,47-2231.00,Solar Photovoltaic Installers
54,49,51-2021.00,"Coil Winders, Tapers, and Finishers"
54,47,53-7073.00,Wellhead Pumpers
54,44,47-5011.00,"Derrick Operators, Oil and Gas"
54,44,51-9199.01,Recycling and Reclamation Workers
54,42,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
54,42,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
54,42,53-7051.00,Industrial Truck and Tractor Operators
54,40,37-3011.00,Landscaping and Groundskeeping Workers
53,64,19-1041.00,Epidemiologists
53,61,19-2011.00,Astronomers
53,61,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio"
53,61,29-1066.00,Psychiatrists
53,59,17-2199.08,Robotics Engineers
53,56,19-2021.00,Atmospheric and Space Scientists
53,55,11-9061.00,Funeral Service Managers
53,55,29-2012.00,Medical and Clinical Laboratory Technicians
53,55,31-2012.00,Occupational Therapy Aides
53,54,29-1051.00,Pharmacists
53,52,29-1021.00,"Dentists, General"
53,51,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
53,51,43-9111.00,Statistical Assistants
53,49,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
53,48,43-4051.00,Customer Service Representatives
53,48,47-4099.02,Solar Thermal Installers and Technicians
53,46,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food"
53,46,31-1011.00,Home Health Aides
53,46,51-8031.00,Water and Wastewater Treatment Plant and System Operators
53,45,29-1065.00,"Pediatricians, General"
53,45,47-2171.00,Reinforcing Iron and Rebar Workers
53,45,27-2012.05,Technical Directors/Managers
53,44,49-3023.01,Automotive Master Mechanics
53,43,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
52,65,19-2043.00,Hydrologists
52,63,29-1063.00,"Internists, General"
52,62,17-2041.00,Chemical Engineers
52,59,51-8011.00,Nuclear Power Reactor Operators
52,58,25-9011.00,Audio-Visual and Multimedia Collections Specialists
52,57,17-3029.04,Electronics Engineering Technologists
52,57,11-9199.03,Investment Fund Managers
52,56,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
52,56,13-1081.02,Logistics Analysts
52,55,29-1041.00,Optometrists
52,52,53-2022.00,Airfield Operations Specialists
52,50,47-2132.00,"Insulation Workers, Mechanical"
52,50,53-4021.00,"Railroad Brake, Signal, and Switch Operators"
52,49,51-8099.03,Biomass Plant Technicians
52,49,45-4022.00,Logging Equipment Operators
52,49,47-2161.00,Plasterers and Stucco Masons
52,48,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
52,47,53-7121.00,"Tank Car, Truck, and Ship Loaders"
52,47,49-9081.00,Wind Turbine Service Technicians
52,46,53-4011.00,Locomotive Engineers
52,45,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
52,43,47-2051.00,Cement Masons and Concrete Finishers
52,43,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
52,43,21-1092.00,Probation Officers and Correctional Treatment Specialists
52,43,53-5011.00,Sailors and Marine Oilers
52,41,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
51,61,17-2199.02,Validation Engineers
51,60,19-1029.01,Bioinformatics Scientists
51,60,15-1143.00,Computer Network Architects
51,59,25-4011.00,Archivists
51,58,13-1041.07,Regulatory Affairs Specialists
51,56,47-2021.00,Brickmasons and Blockmasons
51,54,19-1032.00,Foresters
51,54,47-3013.00,Helpers--Electricians
51,54,51-8013.00,Power Plant Operators
51,52,17-2112.00,Industrial Engineers
51,51,53-6051.01,Aviation Inspectors
51,50,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
51,50,27-3091.00,Interpreters and Translators
51,50,39-5091.00,"Makeup Artists, Theatrical and Performance"
51,50,31-9092.00,Medical Assistants
51,50,19-3031.01,School Psychologists
51,49,15-1121.00,Computer Systems Analysts
51,49,19-3093.00,Historians
51,48,51-8099.01,Biofuels Processing Technicians
51,47,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
51,47,51-9141.00,Semiconductor Processors
51,47,49-3093.00,Tire Repairers and Changers
51,46,15-1199.05,Geographic Information Systems Technicians
51,45,33-3041.00,Parking Enforcement Workers
51,44,49-3021.00,Automotive Body and Related Repairers
51,44,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
51,43,51-5113.00,Print Binding and Finishing Workers
51,42,25-2011.00,"Preschool Teachers, Except Special Education"
51,36,19-4031.00,Chemical Technicians
50,62,19-2032.00,Materials Scientists
50,61,19-3011.01,Environmental Economists
50,60,13-1161.00,Market Research Analysts and Marketing Specialists
50,60,17-2199.09,Nanosystems Engineers
50,57,15-1199.06,Database Architects
50,56,17-3029.02,Electrical Engineering Technologists
50,56,19-2099.01,Remote Sensing Scientists and Technologists
50,55,25-4012.00,Curators
50,55,17-2112.01,Human Factors Engineers and Ergonomists
50,55,17-2199.04,Manufacturing Engineers
50,55,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
50,54,29-1069.02,Dermatologists
50,54,47-4031.00,Fence Erectors
50,53,33-3031.00,Fish and Game Wardens
50,52,19-4011.01,Agricultural Technicians
50,52,29-1011.00,Chiropractors
50,52,29-1124.00,Radiation Therapists
50,52,19-1031.02,Range Managers
50,51,45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers
50,51,39-4021.00,Funeral Attendants
50,51,17-2199.11,Solar Energy Systems Engineers
50,50,49-2091.00,Avionics Technicians
50,50,29-1123.00,Physical Therapists
50,49,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
50,49,33-3021.01,Police Detectives
50,49,27-2012.04,Talent Directors
50,47,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
50,46,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
50,46,41-2022.00,Parts Salespersons
50,45,31-2011.00,Occupational Therapy Assistants
50,45,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
50,44,51-2022.00,Electrical and Electronic Equipment Assemblers
50,44,53-7064.00,"Packers and Packagers, Hand"
50,43,43-5081.02,Marking Clerks
50,42,29-2032.00,Diagnostic Medical Sonographers
50,40,49-3092.00,Recreational Vehicle Service Technicians
50,39,53-7071.00,Gas Compressor and Gas Pumping Station Operators
50,38,41-2011.00,Cashiers
50,37,51-4051.00,Metal-Refining Furnace Operators and Tenders
50,36,51-9111.00,Packaging and Filling Machine Operators and Tenders
50,35,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
49,56,15-2041.02,Clinical Data Managers
49,53,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
49,49,27-3041.00,Editors
49,49,49-9099.01,Geothermal Technicians
49,48,29-2011.02,Cytotechnologists
49,47,27-4012.00,Broadcast Technicians
49,45,43-9011.00,Computer Operators
49,44,35-2012.00,"Cooks, Institution and Cafeteria"
49,44,15-1132.00,"Software Developers, Applications"
49,43,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
49,43,51-5111.00,Prepress Technicians and Workers
49,43,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
49,42,43-2021.00,Telephone Operators
49,40,47-2151.00,Pipelayers
49,39,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
49,35,51-3011.00,Bakers
49,33,35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
48,60,19-3011.00,Economists
48,57,19-3092.00,Geographers
48,56,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
48,56,17-2061.00,Computer Hardware Engineers
48,56,19-3022.00,Survey Researchers
48,55,15-1199.10,Search Marketing Strategists
48,55,15-1143.01,Telecommunications Engineering Specialists
48,54,15-1199.11,Video Game Designers
48,52,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
48,51,13-2021.01,Assessors
48,51,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
48,51,11-9121.01,Clinical Research Coordinators
48,51,29-9092.00,Genetic Counselors
48,51,19-4051.01,Nuclear Equipment Operation Technicians
48,50,29-2011.03,Histotechnologists and Histologic Technicians
48,49,17-3024.00,Electro-Mechanical Technicians
48,49,17-3029.12,Nanotechnology Engineering Technicians
48,49,27-2012.01,Producers
48,47,29-2011.01,Cytogenetic Technologists
48,47,21-1093.00,Social and Human Service Assistants
48,46,49-9062.00,Medical Equipment Repairers
48,46,27-1014.00,Multimedia Artists and Animators
48,46,27-3011.00,Radio and Television Announcers
48,46,39-7012.00,Travel Guides
48,45,49-3043.00,Rail Car Repairers
48,44,41-2021.00,Counter and Rental Clerks
48,44,29-2056.00,Veterinary Technologists and Technicians
48,42,33-3021.03,Criminal Investigators and Special Agents
48,42,47-2053.00,Terrazzo Workers and Finishers
48,40,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
48,40,43-5071.00,"Shipping, Receiving, and Traffic Clerks"
48,39,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
48,38,53-6011.00,Bridge and Lock Tenders
48,38,31-9095.00,Pharmacy Aides
48,38,47-5061.00,"Roof Bolters, Mining"
48,35,45-2091.00,Agricultural Equipment Operators
47,59,17-2131.00,Materials Engineers
47,55,19-4091.00,"Environmental Science and Protection Technicians, Including Health"
47,55,45-1011.06,First-Line Supervisors of Aquacultural Workers
47,55,29-1069.03,Hospitalists
47,54,15-2041.00,Statisticians
