Importance,Level,Code,Occupation
76,75,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
76,74,19-2041.02,Environmental Restoration Planners
76,73,11-9111.00,Medical and Health Services Managers
76,72,11-9199.01,Regulatory Affairs Managers
76,70,53-1042.01,Recycling Coordinators
76,69,11-3121.00,Human Resources Managers
76,58,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
75,74,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
75,73,11-3131.00,Training and Development Managers
75,72,49-9044.00,Millwrights
75,66,29-1125.00,Recreational Therapists
75,65,27-2012.00,Producers and Directors
75,62,39-9032.00,Recreation Workers
75,62,11-9151.00,Social and Community Service Managers
74,69,27-1011.00,Art Directors
74,69,11-2021.00,Marketing Managers
74,68,25-2032.00,"Career/Technical Education Teachers, Secondary School"
74,67,11-3012.00,Administrative Services Managers
73,74,11-3021.00,Computer and Information Systems Managers
73,73,11-1011.00,Chief Executives
73,72,17-1011.00,"Architects, Except Landscape and Naval"
73,71,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
73,70,13-1121.00,"Meeting, Convention, and Event Planners"
73,68,29-1021.00,"Dentists, General"
73,68,11-3071.00,"Transportation, Storage, and Distribution Managers"
73,66,17-2051.01,Transportation Engineers
73,65,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
73,63,29-1229.02,Hospitalists
73,62,47-2022.00,Stonemasons
73,54,27-1022.00,Fashion Designers
72,76,47-2021.00,Brickmasons and Blockmasons
72,72,17-1012.00,Landscape Architects
72,72,11-3071.04,Supply Chain Managers
72,69,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
72,66,11-3061.00,Purchasing Managers
72,64,11-9071.00,Gambling Managers
72,57,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
71,71,11-3051.03,Biofuels Production Managers
71,68,25-1031.00,"Architecture Teachers, Postsecondary"
71,68,11-3031.00,Financial Managers
71,68,47-4051.00,Highway Maintenance Workers
71,67,19-3022.00,Survey Researchers
71,62,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
71,61,29-1161.00,Nurse Midwives
71,61,47-2141.00,"Painters, Construction and Maintenance"
71,59,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
71,54,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
70,70,11-9033.00,"Education Administrators, Postsecondary"
70,67,29-1022.00,Oral and Maxillofacial Surgeons
70,66,13-2099.04,"Fraud Examiners, Investigators and Analysts"
70,64,51-8012.00,Power Distributors and Dispatchers
70,60,39-9041.00,Residential Advisors
70,58,41-1011.00,First-Line Supervisors of Retail Sales Workers
69,73,19-4071.00,Forest and Conservation Technicians
69,70,25-1032.00,"Engineering Teachers, Postsecondary"
69,69,17-2171.00,Petroleum Engineers
69,68,29-1229.06,Sports Medicine Physicians
69,67,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
69,66,17-1022.00,Surveyors
69,62,47-2051.00,Cement Masons and Concrete Finishers
69,60,11-3051.00,Industrial Production Managers
69,59,21-1021.00,"Child, Family, and School Social Workers"
69,59,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
69,56,29-1123.00,Physical Therapists
69,53,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
69,49,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
69,48,31-1133.00,Psychiatric Aides
68,75,17-2081.00,Environmental Engineers
68,71,17-1022.01,Geodetic Surveyors
68,71,29-1229.05,Preventive Medicine Physicians
68,70,15-1299.08,Computer Systems Engineers/Architects
68,70,13-1041.07,Regulatory Affairs Specialists
68,69,33-2022.00,Forest Fire Inspectors and Prevention Specialists
68,67,13-1199.04,Business Continuity Planners
68,67,15-1211.01,Health Informatics Specialists
68,66,29-1141.04,Clinical Nurse Specialists
68,64,29-1141.01,Acute Care Nurses
68,64,27-2012.05,Media Technical Directors/Managers
68,64,29-1124.00,Radiation Therapists
68,63,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
68,62,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
68,62,25-2058.00,"Special Education Teachers, Secondary School"
68,61,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
68,59,29-1041.00,Optometrists
68,56,47-2132.00,"Insulation Workers, Mechanical"
68,54,31-2012.00,Occupational Therapy Aides
68,54,31-9097.00,Phlebotomists
68,52,27-2022.00,Coaches and Scouts
68,52,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
68,47,29-1141.00,Registered Nurses
67,71,13-1051.00,Cost Estimators
67,67,53-2022.00,Airfield Operations Specialists
67,65,15-1255.01,Video Game Designers
67,64,13-1081.00,Logisticians
67,63,29-1151.00,Nurse Anesthetists
67,62,21-1094.00,Community Health Workers
67,60,47-3016.00,Helpers--Roofers
67,57,51-1011.00,First-Line Supervisors of Production and Operating Workers
67,53,25-2023.00,"Career/Technical Education Teachers, Middle School"
67,50,33-9032.00,Security Guards
66,72,17-2141.02,Automotive Engineers
66,66,19-3032.00,Industrial-Organizational Psychologists
66,66,47-2161.00,Plasterers and Stucco Masons
66,66,19-3099.01,Transportation Planners
66,65,25-9021.00,Farm and Home Management Educators
66,64,47-2031.00,Carpenters
66,64,27-3031.00,Public Relations Specialists
66,62,29-1141.03,Critical Care Nurses
66,61,13-2011.00,Accountants and Auditors
66,61,47-2061.00,Construction Laborers
66,59,29-1213.00,Dermatologists
66,56,19-1031.00,Conservation Scientists
66,55,29-1229.04,Physical Medicine and Rehabilitation Physicians
66,54,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
66,53,29-1221.00,"Pediatricians, General"
65,71,11-9121.02,Water Resource Specialists
65,66,19-1031.02,Range Managers
65,65,13-2061.00,Financial Examiners
65,65,25-1066.00,"Psychology Teachers, Postsecondary"
65,64,45-4011.00,Forest and Conservation Workers
65,63,11-9199.02,Compliance Managers
65,63,33-2021.00,Fire Inspectors and Investigators
65,63,17-2131.00,Materials Engineers
65,63,27-2041.00,Music Directors and Composers
65,62,49-9099.01,Geothermal Technicians
65,62,29-1024.00,Prosthodontists
65,61,47-5081.00,Helpers--Extraction Workers
65,60,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
65,60,47-5012.00,"Rotary Drill Operators, Oil and Gas"
65,59,15-2051.02,Clinical Data Managers
65,57,25-2021.00,"Elementary School Teachers, Except Special Education"
65,57,29-2061.00,Licensed Practical and Licensed Vocational Nurses
65,57,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
65,57,29-1023.00,Orthodontists
65,56,47-2043.00,Floor Sanders and Finishers
65,56,47-2073.00,Operating Engineers and Other Construction Equipment Operators
65,55,25-2057.00,"Special Education Teachers, Middle School"
65,54,29-2033.00,Nuclear Medicine Technologists
65,53,29-2053.00,Psychiatric Technicians
65,52,39-6012.00,Concierges
65,43,45-2091.00,Agricultural Equipment Operators
64,68,19-1023.00,Zoologists and Wildlife Biologists
64,66,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
64,63,29-1011.00,Chiropractors
64,62,29-1141.02,Advanced Practice Psychiatric Nurses
64,62,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
64,61,25-4011.00,Archivists
64,57,25-2012.00,"Kindergarten Teachers, Except Special Education"
64,57,29-2099.08,Patient Representatives
64,55,47-4099.03,Weatherization Installers and Technicians
64,54,43-4111.00,"Interviewers, Except Eligibility and Loan"
64,47,43-6013.00,Medical Secretaries and Administrative Assistants
63,73,17-2041.00,Chemical Engineers
63,71,17-2051.02,Water/Wastewater Engineers
63,67,17-2031.00,Bioengineers and Biomedical Engineers
63,66,17-2021.00,Agricultural Engineers
63,66,49-9092.00,Commercial Divers
63,64,19-1029.04,Biologists
63,64,11-3111.00,Compensation and Benefits Managers
63,64,17-2199.08,Robotics Engineers
63,62,47-2053.00,Terrazzo Workers and Finishers
63,61,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
63,61,13-1151.00,Training and Development Specialists
63,60,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
63,60,51-8011.00,Nuclear Power Reactor Operators
63,59,33-3051.00,Police and Sheriff's Patrol Officers
63,59,41-9022.00,Real Estate Sales Agents
63,57,21-1022.00,Healthcare Social Workers
63,57,29-2091.00,Orthotists and Prosthetists
63,56,15-1299.03,Document Management Specialists
63,55,53-7021.00,Crane and Tower Operators
63,38,31-1131.00,Nursing Assistants
62,70,13-1161.00,Market Research Analysts and Marketing Specialists
62,63,47-2181.00,Roofers
62,63,17-2199.10,Wind Energy Engineers
62,60,33-2011.00,Firefighters
62,60,17-3027.00,Mechanical Engineering Technologists and Technicians
62,60,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
62,59,47-2231.00,Solar Photovoltaic Installers
62,56,25-2051.00,"Special Education Teachers, Preschool"
62,51,35-2021.00,Food Preparation Workers
62,50,33-3011.00,Bailiffs
62,49,35-3011.00,Bartenders
62,43,35-2014.00,"Cooks, Restaurant"
61,67,13-1081.01,Logistics Engineers
61,65,11-3031.01,Treasurers and Controllers
61,64,19-3091.00,Anthropologists and Archeologists
61,62,29-1224.00,Radiologists
61,61,19-1029.01,Bioinformatics Scientists
61,61,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
61,60,25-1053.00,"Environmental Science Teachers, Postsecondary"
61,60,39-4021.00,Funeral Attendants
61,59,11-9199.08,Loss Prevention Managers
61,58,29-1217.00,Neurologists
61,58,29-1051.00,Pharmacists
61,57,25-1113.00,"Social Work Teachers, Postsecondary"
61,55,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
61,53,29-2099.05,Ophthalmic Medical Technologists
61,53,29-2055.00,Surgical Technologists
61,52,39-1013.00,First-Line Supervisors of Gambling Services Workers
61,51,53-5022.00,Motorboat Operators
61,50,11-9051.00,Food Service Managers
61,50,31-2022.00,Physical Therapist Aides
61,50,47-2171.00,Reinforcing Iron and Rebar Workers
61,49,29-2099.01,Neurodiagnostic Technologists
61,47,51-9011.00,Chemical Equipment Operators and Tenders
60,66,17-2199.03,"Energy Engineers, Except Wind and Solar"
60,65,25-1042.00,"Biological Science Teachers, Postsecondary"
60,64,19-1041.00,Epidemiologists
60,63,15-1241.01,Telecommunications Engineering Specialists
60,61,19-5011.00,Occupational Health and Safety Specialists
60,61,19-1013.00,Soil and Plant Scientists
60,60,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
60,60,29-1171.00,Nurse Practitioners
60,59,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
60,59,47-2111.00,Electricians
60,58,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
60,58,33-3021.06,Intelligence Analysts
60,58,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
60,56,11-3051.01,Quality Control Systems Managers
60,55,19-4051.02,Nuclear Monitoring Technicians
60,55,49-9081.00,Wind Turbine Service Technicians
60,54,17-1021.00,Cartographers and Photogrammetrists
60,53,31-9091.00,Dental Assistants
60,51,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
60,51,43-9031.00,Desktop Publishers
60,51,31-2011.00,Occupational Therapy Assistants
60,48,39-5091.00,"Makeup Artists, Theatrical and Performance"
60,48,53-7062.04,Recycling and Reclamation Workers
60,47,39-3092.00,Costume Attendants
60,42,27-1026.00,Merchandise Displayers and Window Trimmers
59,66,13-1075.00,Labor Relations Specialists
59,65,19-2043.00,Hydrologists
59,62,27-1027.00,Set and Exhibit Designers
59,61,19-2021.00,Atmospheric and Space Scientists
59,60,25-1021.00,"Computer Science Teachers, Postsecondary"
59,58,29-1229.01,Allergists and Immunologists
59,58,29-1211.00,Anesthesiologists
59,58,51-4192.00,"Layout Workers, Metal and Plastic"
59,58,27-4014.00,Sound Engineering Technicians
59,57,51-5112.00,Printing Press Operators
59,55,49-3011.00,Aircraft Mechanics and Service Technicians
59,55,27-4011.00,Audio and Video Technicians
59,52,27-4012.00,Broadcast Technicians
59,52,17-2141.00,Mechanical Engineers
59,52,21-1015.00,Rehabilitation Counselors
59,51,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
59,51,19-4099.03,Remote Sensing Technicians
59,50,21-1093.00,Social and Human Service Assistants
59,48,27-3041.00,Editors
59,42,29-1292.00,Dental Hygienists
58,64,25-9031.00,Instructional Coordinators
58,63,15-1299.01,Web Administrators
58,62,47-5043.00,"Roof Bolters, Mining"
58,61,17-2061.00,Computer Hardware Engineers
58,61,19-1032.00,Foresters
58,60,47-4031.00,Fence Erectors
58,60,13-1131.00,Fundraisers
58,58,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
58,53,31-9095.00,Pharmacy Aides
58,52,27-3043.00,Writers and Authors
58,51,27-2012.04,Talent Directors
58,51,51-6093.00,Upholsterers
58,50,21-2011.00,Clergy
58,50,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
58,50,43-4151.00,Order Clerks
58,47,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
58,44,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
58,43,29-2051.00,Dietetic Technicians
58,37,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
57,63,25-1123.00,"English Language and Literature Teachers, Postsecondary"
57,62,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
57,59,19-1021.00,Biochemists and Biophysicists
57,58,17-2111.02,Fire-Prevention and Protection Engineers
57,58,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
57,58,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
57,56,19-2032.00,Materials Scientists
57,56,29-1241.00,"Ophthalmologists, Except Pediatric"
57,55,51-9162.00,Computer Numerically Controlled Tool Programmers
57,55,13-1081.02,Logistics Analysts
57,54,25-1052.00,"Chemistry Teachers, Postsecondary"
57,53,13-1041.08,Customs Brokers
57,53,29-2011.00,Medical and Clinical Laboratory Technologists
57,53,27-4021.00,Photographers
57,53,53-7121.00,"Tank Car, Truck, and Ship Loaders"
57,51,27-2021.00,Athletes and Sports Competitors
57,47,31-9099.02,Endoscopy Technicians
57,47,27-4032.00,Film and Video Editors
57,44,51-4051.00,Metal-Refining Furnace Operators and Tenders
57,44,29-2056.00,Veterinary Technologists and Technicians
57,41,51-3021.00,Butchers and Meat Cutters
57,40,39-1022.00,First-Line Supervisors of Personal Service Workers
57,39,35-2012.00,"Cooks, Institution and Cafeteria"
57,38,31-1122.00,Personal Care Aides
56,58,15-2011.00,Actuaries
56,58,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
56,55,25-4012.00,Curators
56,55,17-2072.01,Radio Frequency Identification Device Specialists
56,54,11-9121.01,Clinical Research Coordinators
56,54,13-1041.06,Coroners
56,54,17-2112.03,Manufacturing Engineers
56,54,21-1014.00,Mental Health Counselors
56,52,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
56,52,51-8013.04,Hydroelectric Plant Technicians
56,52,53-7051.00,Industrial Truck and Tractor Operators
56,52,53-4011.00,Locomotive Engineers
56,51,25-1082.00,"Library Science Teachers, Postsecondary"
56,50,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
56,50,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
56,48,51-5111.00,Prepress Technicians and Workers
56,47,15-1211.00,Computer Systems Analysts
56,47,35-2015.00,"Cooks, Short Order"
56,45,47-5011.00,"Derrick Operators, Oil and Gas"
56,44,43-9071.00,"Office Machine Operators, Except Computer"
55,60,21-1091.00,Health Education Specialists
55,59,25-1081.00,"Education Teachers, Postsecondary"
55,59,17-2141.01,Fuel Cell Engineers
55,59,13-1041.04,Government Property Inspectors and Investigators
55,59,47-4041.00,Hazardous Materials Removal Workers
55,58,17-2112.01,Human Factors Engineers and Ergonomists
55,57,19-1029.03,Geneticists
55,55,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
55,54,45-4022.00,Logging Equipment Operators
55,53,49-2091.00,Avionics Technicians
55,53,51-9141.00,Semiconductor Processing Technicians
55,52,51-8031.00,Water and Wastewater Treatment Plant and System Operators
55,51,47-5041.00,Continuous Mining Machine Operators
55,50,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
55,50,29-1126.00,Respiratory Therapists
55,49,25-2059.01,Adapted Physical Education Specialists
55,49,53-7011.00,Conveyor Operators and Tenders
55,47,43-6011.00,Executive Secretaries and Executive Administrative Assistants
55,46,53-7064.00,"Packers and Packagers, Hand"
55,42,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
55,42,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
55,42,29-2052.00,Pharmacy Technicians
55,41,39-9011.00,Childcare Workers
55,41,41-2012.00,Gambling Change Persons and Booth Cashiers
55,38,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
55,37,35-3031.00,Waiters and Waitresses
54,63,19-2099.01,Remote Sensing Scientists and Technologists
54,61,13-1199.05,Sustainability Specialists
54,59,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
54,59,17-2121.00,Marine Engineers and Naval Architects
54,58,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
54,56,19-5012.00,Occupational Health and Safety Technicians
54,56,29-1071.00,Physician Assistants
54,55,17-2161.00,Nuclear Engineers
54,54,21-1092.00,Probation Officers and Correctional Treatment Specialists
54,52,29-1131.00,Veterinarians
54,50,39-2011.00,Animal Trainers
54,50,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
54,50,51-8021.00,Stationary Engineers and Boiler Operators
54,48,41-2022.00,Parts Salespersons
54,46,19-4031.00,Chemical Technicians
54,46,31-2021.00,Physical Therapist Assistants
54,40,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
54,39,49-9041.00,Industrial Machinery Mechanics
53,58,17-2199.09,Nanosystems Engineers
53,58,15-1253.00,Software Quality Assurance Analysts and Testers
53,57,23-1011.00,Lawyers
53,57,17-2199.11,Solar Energy Systems Engineers
53,56,19-1012.00,Food Scientists and Technologists
53,56,51-9082.00,Medical Appliance Technicians
53,55,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
53,53,25-1071.00,"Health Specialties Teachers, Postsecondary"
53,52,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
53,51,17-2011.00,Aerospace Engineers
53,51,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
53,51,53-6051.01,Aviation Inspectors
53,51,33-3021.00,Detectives and Criminal Investigators
53,50,29-1129.01,Art Therapists
53,50,29-9099.01,Midwives
53,48,47-4021.00,Elevator and Escalator Installers and Repairers
53,48,49-9094.00,Locksmiths and Safe Repairers
53,47,49-9071.00,"Maintenance and Repair Workers, General"
53,47,53-4031.00,Railroad Conductors and Yardmasters
53,47,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
53,46,51-9081.00,Dental Laboratory Technicians
53,46,47-5023.00,"Earth Drillers, Except Oil and Gas"
53,46,19-4013.00,Food Science Technicians
53,46,33-3041.00,Parking Enforcement Workers
53,44,29-2011.01,Cytogenetic Technologists
53,43,33-3052.00,Transit and Railroad Police
53,39,49-9011.00,Mechanical Door Repairers
52,59,15-1251.00,Computer Programmers
52,58,19-2011.00,Astronomers
52,56,19-1011.00,Animal Scientists
52,55,11-2011.00,Advertising and Promotions Managers
52,55,25-1122.00,"Communications Teachers, Postsecondary"
52,54,19-4012.00,Agricultural Technicians
52,52,29-1122.00,Occupational Therapists
52,52,13-2052.00,Personal Financial Advisors
52,51,39-4011.00,Embalmers
52,51,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
52,51,29-2081.00,"Opticians, Dispensing"
52,50,49-9051.00,Electrical Power-Line Installers and Repairers
52,49,29-1218.00,Obstetricians and Gynecologists
52,49,43-5061.00,"Production, Planning, and Expediting Clerks"
52,48,47-2081.00,Drywall and Ceiling Tile Installers
52,48,53-2031.00,Flight Attendants
52,48,29-1216.00,General Internal Medicine Physicians
52,48,29-2035.00,Magnetic Resonance Imaging Technologists
52,47,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
52,47,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
52,47,43-9111.00,Statistical Assistants
52,46,29-1128.00,Exercise Physiologists
52,46,29-1129.02,Music Therapists
52,46,25-3021.00,Self-Enrichment Teachers
52,46,33-9093.00,Transportation Security Screeners
52,45,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
52,45,29-2057.00,Ophthalmic Medical Technicians
52,45,29-2034.00,Radiologic Technologists and Technicians
52,44,29-1223.00,Psychiatrists
52,43,13-2072.00,Loan Officers
52,43,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
52,42,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
52,40,41-2011.00,Cashiers
52,39,53-6041.00,Traffic Technicians
51,64,15-1241.00,Computer Network Architects
51,58,17-2112.02,Validation Engineers
51,57,19-2041.01,Climate Change Policy Analysts
51,57,15-1243.00,Database Architects
51,53,17-2071.00,Electrical Engineers
51,52,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
51,52,33-3031.00,Fish and Game Wardens
51,49,25-4022.00,Librarians and Media Collections Specialists
51,49,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
51,48,25-1054.00,"Physics Teachers, Postsecondary"
51,48,53-5031.00,Ship Engineers
51,47,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
51,47,35-9021.00,Dishwashers
51,46,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
51,45,51-9191.00,Adhesive Bonding Machine Operators and Tenders
51,45,39-6011.00,Baggage Porters and Bellhops
51,45,29-2032.00,Diagnostic Medical Sonographers
51,43,51-2022.00,Electrical and Electronic Equipment Assemblers
51,43,49-3093.00,Tire Repairers and Changers
51,41,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
51,40,51-9197.00,Tire Builders
51,39,51-5113.00,Print Binding and Finishing Workers
51,39,39-5093.00,Shampooers
51,38,51-7021.00,Furniture Finishers
51,37,47-3012.00,Helpers--Carpenters
51,36,53-7071.00,Gas Compressor and Gas Pumping Station Operators
51,33,51-9111.00,Packaging and Filling Machine Operators and Tenders
50,56,19-2012.00,Physicists
50,54,47-2221.00,Structural Iron and Steel Workers
50,53,29-1181.00,Audiologists
50,53,15-1299.02,Geographic Information Systems Technologists and Technicians
50,53,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
50,52,29-9093.00,Surgical Assistants
50,51,29-1299.02,Orthoptists
50,50,29-1291.00,Acupuncturists
50,50,25-1022.00,"Mathematical Science Teachers, Postsecondary"
50,48,13-1041.01,Environmental Compliance Inspectors
50,48,13-1199.06,Online Merchants
50,47,19-4051.00,Nuclear Technicians
50,45,41-9021.00,Real Estate Brokers
50,44,13-1071.00,Human Resources Specialists
50,43,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
50,43,29-1127.00,Speech-Language Pathologists
50,42,49-3091.00,Bicycle Repairers
50,42,51-2092.00,Team Assemblers
50,39,39-3012.00,Gambling and Sports Book Writers and Runners
50,38,51-8091.00,Chemical Plant and System Operators
50,36,35-3023.00,Fast Food and Counter Workers
49,54,19-3033.00,Clinical and Counseling Psychologists
49,54,33-3051.04,Customs and Border Protection Officers
49,53,29-1071.01,Anesthesiologist Assistants
49,53,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
49,53,47-2211.00,Sheet Metal Workers
49,51,17-3027.01,Automotive Engineering Technicians
49,51,17-3029.01,Non-Destructive Testing Specialists
49,51,15-2041.00,Statisticians
49,50,19-4061.00,Social Science Research Assistants
49,49,19-1022.00,Microbiologists
49,48,51-9161.00,Computer Numerically Controlled Tool Operators
49,47,51-2051.00,Fiberglass Laminators and Fabricators
49,47,19-1029.02,Molecular and Cellular Biologists
49,46,19-2041.00,"Environmental Scientists and Specialists, Including Health"
49,46,29-1081.00,Podiatrists
49,45,17-3026.00,Industrial Engineering Technologists and Technicians
49,45,45-4023.00,Log Graders and Scalers
49,45,33-9021.00,Private Detectives and Investigators
49,44,31-1121.00,Home Health Aides
49,43,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
49,43,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
49,42,39-9031.00,Exercise Trainers and Group Fitness Instructors
49,42,51-6092.00,Fabric and Apparel Patternmakers
49,40,51-4041.00,Machinists
49,39,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
49,37,53-7031.00,Dredge Operators
49,37,37-3011.00,Landscaping and Groundskeeping Workers
48,60,17-3011.00,Architectural and Civil Drafters
48,53,15-2031.00,Operations Research Analysts
48,51,51-8013.03,Biomass Plant Technicians
48,50,19-3093.00,Historians
48,50,19-1042.00,"Medical Scientists, Except Epidemiologists"
48,50,17-3026.01,Nanotechnology Engineering Technologists and Technicians
48,50,19-4012.01,Precision Agriculture Technicians
48,50,17-3024.01,Robotics Technicians
48,48,15-2041.01,Biostatisticians
48,47,43-5011.01,Freight Forwarders
48,47,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
48,46,17-3025.00,Environmental Engineering Technologists and Technicians
