Importance,Level,Code,Occupation
44,40,51-2023.00,Electromechanical Equipment Assemblers
44,37,45-1011.06,First-Line Supervisors of Aquacultural Workers
44,36,19-4092.00,Forensic Science Technicians
44,35,53-7073.00,Wellhead Pumpers
44,34,29-2031.00,Cardiovascular Technologists and Technicians
43,52,17-2031.00,Biomedical Engineers
43,40,35-9021.00,Dishwashers
43,39,49-3021.00,Automotive Body and Related Repairers
43,39,51-9083.00,Ophthalmic Laboratory Technicians
43,39,51-4062.00,"Patternmakers, Metal and Plastic"
43,38,47-4041.00,Hazardous Materials Removal Workers
43,37,25-1071.00,"Health Specialties Teachers, Postsecondary"
43,35,17-3031.01,Surveying Technicians
43,33,51-1011.00,First-Line Supervisors of Production and Operating Workers
43,31,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
43,31,29-2032.00,Diagnostic Medical Sonographers
43,29,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
42,57,19-2032.00,Materials Scientists
42,48,17-2199.11,Solar Energy Systems Engineers
42,47,17-2072.01,Radio Frequency Identification Device Specialists
42,46,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
42,45,11-3051.01,Quality Control Systems Managers
42,42,29-9011.00,Occupational Health and Safety Specialists
42,40,45-4022.00,Logging Equipment Operators
42,39,45-2091.00,Agricultural Equipment Operators
42,38,53-7032.00,Excavating and Loading Machine and Dragline Operators
42,38,51-5113.00,Print Binding and Finishing Workers
42,37,47-2011.00,Boilermakers
42,37,33-2021.02,Fire Investigators
42,37,47-2053.00,Terrazzo Workers and Finishers
42,35,25-2032.00,"Career/Technical Education Teachers, Secondary School"
42,35,29-2011.03,Histotechnologists and Histologic Technicians
42,34,51-4071.00,Foundry Mold and Coremakers
42,32,41-2012.00,Gaming Change Persons and Booth Cashiers
42,31,33-1021.01,Municipal Fire Fighting and Prevention Supervisors
42,29,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
41,51,17-2021.00,Agricultural Engineers
41,49,25-1054.00,"Physics Teachers, Postsecondary"
41,45,19-1021.00,Biochemists and Biophysicists
41,43,53-7041.00,Hoist and Winch Operators
41,43,19-4099.03,Remote Sensing Technicians
41,42,53-4011.00,Locomotive Engineers
41,41,49-9095.00,Manufactured Building and Mobile Home Installers
41,41,53-5011.00,Sailors and Marine Oilers
41,40,11-3051.04,Biomass Power Plant Managers
41,39,49-9092.00,Commercial Divers
41,36,11-9013.03,Aquacultural Managers
41,36,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
41,36,13-1121.00,"Meeting, Convention, and Event Planners"
41,35,29-1022.00,Oral and Maxillofacial Surgeons
41,34,17-1021.00,Cartographers and Photogrammetrists
41,31,51-9191.00,Adhesive Bonding Machine Operators and Tenders
40,45,15-1143.00,Computer Network Architects
40,43,53-5021.02,"Mates- Ship, Boat, and Barge"
40,42,19-2043.00,Hydrologists
40,41,45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers
40,39,51-9011.00,Chemical Equipment Operators and Tenders
40,38,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
40,37,39-4011.00,Embalmers
40,37,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
40,37,51-4121.06,"Welders, Cutters, and Welder Fitters"
40,36,39-5011.00,Barbers
40,36,29-1024.00,Prosthodontists
40,35,45-3011.00,Fishers and Related Fishing Workers
40,35,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
40,35,51-9195.07,Molding and Casting Workers
40,33,53-1011.00,Aircraft Cargo Handling Supervisors
40,27,53-7033.00,"Loading Machine Operators, Underground Mining"
39,46,17-2141.01,Fuel Cell Engineers
39,44,13-1081.01,Logistics Engineers
39,40,19-4051.01,Nuclear Equipment Operation Technicians
39,40,31-9097.00,Phlebotomists
39,39,29-2057.00,Ophthalmic Medical Technicians
39,36,47-5011.00,"Derrick Operators, Oil and Gas"
39,36,29-2099.05,Ophthalmic Medical Technologists
39,35,31-9093.00,Medical Equipment Preparers
39,31,27-3011.00,Radio and Television Announcers
39,25,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
38,44,15-1122.00,Information Security Analysts
38,42,17-2121.01,Marine Engineers
38,38,19-4091.00,"Environmental Science and Protection Technicians, Including Health"
38,37,51-5111.00,Prepress Technicians and Workers
38,35,51-7011.00,Cabinetmakers and Bench Carpenters
38,34,13-1032.00,"Insurance Appraisers, Auto Damage"
38,34,29-2054.00,Respiratory Therapy Technicians
38,33,49-3043.00,Rail Car Repairers
38,32,47-2061.00,Construction Laborers
38,32,51-9198.00,Helpers--Production Workers
38,32,29-2099.06,Radiologic Technicians
38,25,51-6011.00,Laundry and Dry-Cleaning Workers
37,46,17-2141.02,Automotive Engineers
37,45,17-2199.04,Manufacturing Engineers
37,41,47-2043.00,Floor Sanders and Finishers
37,39,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
37,38,45-4023.00,Log Graders and Scalers
37,38,13-1199.02,Security Management Specialists
37,37,29-1128.00,Exercise Physiologists
37,35,53-7111.00,Mine Shuttle Car Operators
37,35,53-7121.00,"Tank Car, Truck, and Ship Loaders"
37,34,19-4093.00,Forest and Conservation Technicians
37,34,33-1021.02,Forest Fire Fighting and Prevention Supervisors
37,33,29-1071.01,Anesthesiologist Assistants
37,33,23-2091.00,Court Reporters
37,33,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
37,31,29-2099.07,Surgical Assistants
37,30,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
37,29,43-9011.00,Computer Operators
37,26,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
36,43,17-2199.01,Biochemical Engineers
36,38,17-3012.01,Electronic Drafters
36,38,17-3027.00,Mechanical Engineering Technicians
36,37,53-7021.00,Crane and Tower Operators
36,34,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
36,33,53-7011.00,Conveyor Operators and Tenders
36,33,47-2073.00,Operating Engineers and Other Construction Equipment Operators
36,33,33-9099.02,Retail Loss Prevention Specialists
36,32,35-3022.01,Baristas
36,29,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
36,27,51-3021.00,Butchers and Meat Cutters
36,27,41-2021.00,Counter and Rental Clerks
36,27,29-1023.00,Orthodontists
36,26,43-3071.00,Tellers
36,21,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
35,41,29-9012.00,Occupational Health and Safety Technicians
35,39,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
35,38,17-3025.00,Environmental Engineering Technicians
35,37,19-4099.01,Quality Control Analysts
35,36,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
35,35,11-3011.00,Administrative Services Managers
35,34,47-4031.00,Fence Erectors
35,34,31-9095.00,Pharmacy Aides
35,34,47-2211.00,Sheet Metal Workers
35,32,47-2151.00,Pipelayers
35,30,33-9021.00,Private Detectives and Investigators
35,29,33-3051.01,Police Patrol Officers
35,28,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
35,27,51-9194.00,Etchers and Engravers
35,27,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
35,24,39-9032.00,Recreation Workers
35,22,43-5031.00,"Police, Fire, and Ambulance Dispatchers"
35,21,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
34,38,19-4021.00,Biological Technicians
34,36,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
34,35,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
34,31,53-6051.01,Aviation Inspectors
34,31,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
34,31,29-2053.00,Psychiatric Technicians
34,30,47-4099.03,Weatherization Installers and Technicians
34,29,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
34,26,27-2041.04,Music Composers and Arrangers
34,23,51-9031.00,"Cutters and Trimmers, Hand"
34,20,17-3012.02,Electrical Drafters
33,42,17-2161.00,Nuclear Engineers
33,38,17-2112.00,Industrial Engineers
33,36,33-2022.00,Forest Fire Inspectors and Prevention Specialists
33,35,43-9111.01,Bioinformatics Technicians
33,35,51-8092.00,Gas Plant Operators
33,33,19-1020.01,Biologists
33,33,51-2091.00,Fiberglass Laminators and Fabricators
33,33,47-2181.00,Roofers
33,32,53-2022.00,Airfield Operations Specialists
33,32,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
33,31,51-9081.00,Dental Laboratory Technicians
33,31,17-2199.05,Mechatronics Engineers
33,29,11-3051.03,Biofuels Production Managers
33,29,29-2035.00,Magnetic Resonance Imaging Technologists
33,27,29-1021.00,"Dentists, General"
33,25,27-4032.00,Film and Video Editors
33,15,51-3092.00,Food Batchmakers
32,37,17-2081.00,Environmental Engineers
32,37,15-1199.04,Geospatial Information Scientists and Technologists
32,36,47-2031.02,Rough Carpenters
32,35,51-9082.00,Medical Appliance Technicians
32,33,19-4041.01,Geophysical Data Technicians
32,33,31-9092.00,Medical Assistants
32,33,39-1012.00,Slot Supervisors
32,31,45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers
32,30,45-1011.05,First-Line Supervisors of Logging Workers
32,30,29-2056.00,Veterinary Technologists and Technicians
32,29,51-4061.00,"Model Makers, Metal and Plastic"
32,28,51-8011.00,Nuclear Power Reactor Operators
32,26,29-2034.00,Radiologic Technologists
32,25,35-2014.00,"Cooks, Restaurant"
32,25,31-9091.00,Dental Assistants
32,25,43-4151.00,Order Clerks
32,24,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
32,23,27-2012.03,Program Directors
32,22,51-9111.00,Packaging and Filling Machine Operators and Tenders
31,36,51-4041.00,Machinists
31,31,53-7064.00,"Packers and Packagers, Hand"
31,30,29-1061.00,Anesthesiologists
31,30,27-4021.00,Photographers
31,29,33-9031.00,Gaming Surveillance Officers and Gaming Investigators
31,29,51-9022.00,"Grinding and Polishing Workers, Hand"
31,29,49-9044.00,Millwrights
31,29,47-2072.00,Pile-Driver Operators
31,28,27-2021.00,Athletes and Sports Competitors
31,27,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
31,27,43-5041.00,"Meter Readers, Utilities"
31,25,53-4041.00,Subway and Streetcar Operators
31,13,29-1069.08,Physical Medicine and Rehabilitation Physicians
31,Not available,15-1111.00,Computer and Information Research Scientists
31,Not available,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
30,42,17-2131.00,Materials Engineers
30,33,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
30,32,15-1141.00,Database Administrators
30,32,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
30,27,47-4051.00,Highway Maintenance Workers
30,26,33-3031.00,Fish and Game Wardens
30,26,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
30,26,11-9013.01,Nursery and Greenhouse Managers
30,25,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
30,22,29-1141.03,Critical Care Nurses
29,32,19-1012.00,Food Scientists and Technologists
29,32,39-4021.00,Funeral Attendants
29,32,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
29,32,19-1022.00,Microbiologists
29,32,29-2091.00,Orthotists and Prosthetists
29,31,51-2021.00,"Coil Winders, Tapers, and Finishers"
29,30,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
29,29,53-5022.00,Motorboat Operators
29,29,27-3012.00,Public Address System and Other Announcers
29,26,15-1199.12,Document Management Specialists
29,26,33-3052.00,Transit and Railroad Police
29,Not available,43-4051.03,Patient Representatives
29,Not available,51-9197.00,Tire Builders
28,36,13-1081.02,Logistics Analysts
28,34,17-2011.00,Aerospace Engineers
28,31,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
28,31,49-9063.00,Musical Instrument Repairers and Tuners
28,31,11-3071.02,Storage and Distribution Managers
28,29,17-3031.02,Mapping Technicians
28,29,49-3093.00,Tire Repairers and Changers
28,28,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
28,28,17-2111.01,Industrial Safety and Health Engineers
28,27,33-3021.05,Immigration and Customs Inspectors
28,26,43-5071.00,"Shipping, Receiving, and Traffic Clerks"
28,25,29-2061.00,Licensed Practical and Licensed Vocational Nurses
28,25,29-1081.00,Podiatrists
28,24,53-5021.03,"Pilots, Ship"
28,24,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
28,23,25-2023.00,"Career/Technical Education Teachers, Middle School"
28,23,39-3012.00,Gaming and Sports Book Writers and Runners
28,23,51-2092.00,Team Assemblers
28,20,43-4121.00,"Library Assistants, Clerical"
28,20,27-1014.00,Multimedia Artists and Animators
28,17,45-2011.00,Agricultural Inspectors
28,14,39-1021.00,First-Line Supervisors of Personal Service Workers
28,Not available,37-2012.00,Maids and Housekeeping Cleaners
27,29,25-1053.00,"Environmental Science Teachers, Postsecondary"
27,29,27-1024.00,Graphic Designers
27,28,17-2199.03,Energy Engineers
27,25,13-1199.01,Energy Auditors
27,25,53-7051.00,Industrial Truck and Tractor Operators
27,23,11-9121.00,Natural Sciences Managers
27,22,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
27,21,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
27,20,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
26,32,15-1131.00,Computer Programmers
26,31,15-1199.09,Information Technology Project Managers
26,30,11-3051.00,Industrial Production Managers
26,28,33-1012.00,First-Line Supervisors of Police and Detectives
26,28,19-1013.00,Soil and Plant Scientists
26,27,51-9071.01,Jewelers
26,27,11-9199.08,Loss Prevention Managers
26,27,27-4013.00,Radio Operators
26,26,33-1011.00,First-Line Supervisors of Correctional Officers
26,25,53-6051.08,Freight and Cargo Inspectors
26,25,25-4013.00,Museum Technicians and Conservators
26,24,21-1091.00,Health Educators
26,24,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
26,23,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
26,23,53-3041.00,Taxi Drivers and Chauffeurs
26,22,29-1069.06,Ophthalmologists
26,21,29-2011.01,Cytogenetic Technologists
25,38,17-2041.00,Chemical Engineers
25,36,35-2021.00,Food Preparation Workers
25,32,19-1029.01,Bioinformatics Scientists
25,31,25-1021.00,"Computer Science Teachers, Postsecondary"
25,31,19-1029.02,Molecular and Cellular Biologists
25,30,19-2099.01,Remote Sensing Scientists and Technologists
25,29,15-1199.03,Web Administrators
25,26,11-9039.01,Distance Learning Coordinators
25,25,11-3021.00,Computer and Information Systems Managers
25,25,35-2015.00,"Cooks, Short Order"
25,24,47-2044.00,Tile and Marble Setters
25,24,17-2199.10,Wind Energy Engineers
25,23,19-1031.03,Park Naturalists
25,22,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
25,20,21-1094.00,Community Health Workers
25,20,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
25,19,29-1069.05,Nuclear Medicine Physicians
25,16,47-2171.00,Reinforcing Iron and Rebar Workers
25,Not available,47-2161.00,Plasterers and Stucco Masons
25,Not available,43-9081.00,Proofreaders and Copy Markers
25,Not available,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
24,34,19-2011.00,Astronomers
24,33,17-2199.02,Validation Engineers
24,28,51-9195.05,"Potters, Manufacturing"
24,27,29-1141.04,Clinical Nurse Specialists
24,27,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
24,26,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
24,25,51-6051.00,"Sewers, Hand"
24,25,33-3051.03,Sheriffs and Deputy Sheriffs
24,24,11-1021.00,General and Operations Managers
24,24,53-4012.00,Locomotive Firers
24,22,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food"
24,22,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
24,21,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
24,21,11-9051.00,Food Service Managers
24,21,51-6031.00,Sewing Machine Operators
24,20,29-2051.00,Dietetic Technicians
24,19,13-1041.06,Coroners
24,19,29-2011.02,Cytotechnologists
24,12,27-3043.04,Copy Writers
24,Not available,47-2121.00,Glaziers
23,33,25-1032.00,"Engineering Teachers, Postsecondary"
23,29,19-1023.00,Zoologists and Wildlife Biologists
23,28,47-2051.00,Cement Masons and Concrete Finishers
23,26,19-2041.00,"Environmental Scientists and Specialists, Including Health"
23,26,47-2152.02,Plumbers
23,26,27-3042.00,Technical Writers
23,25,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio"
23,25,11-9071.00,Gaming Managers
23,23,53-2012.00,Commercial Pilots
23,23,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
23,23,51-2041.00,Structural Metal Fabricators and Fitters
23,22,25-9011.00,Audio-Visual and Multimedia Collections Specialists
23,21,53-6011.00,Bridge and Lock Tenders
23,21,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
23,21,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
23,21,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
23,21,43-5061.00,"Production, Planning, and Expediting Clerks"
23,20,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
23,20,53-4021.00,"Railroad Brake, Signal, and Switch Operators"
23,20,41-4011.07,Solar Sales Representatives and Assessors
23,19,27-1022.00,Fashion Designers
23,19,37-3013.00,Tree Trimmers and Pruners
23,18,39-6011.00,Baggage Porters and Bellhops
23,18,13-1041.02,Licensing Examiners and Inspectors
23,17,19-1031.01,Soil and Water Conservationists
23,12,35-3011.00,Bartenders
23,Not available,49-3091.00,Bicycle Repairers
23,Not available,15-1121.00,Computer Systems Analysts
23,Not available,39-5092.00,Manicurists and Pedicurists
23,Not available,47-2141.00,"Painters, Construction and Maintenance"
22,28,29-1041.00,Optometrists
22,25,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
22,23,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
22,23,17-2111.03,Product Safety Engineers
22,23,27-1027.00,Set and Exhibit Designers
22,22,23-1011.00,Lawyers
22,22,39-4031.00,"Morticians, Undertakers, and Funeral Directors"
22,21,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
22,21,19-1032.00,Foresters
22,21,29-1125.02,Music Therapists
22,21,29-2081.00,"Opticians, Dispensing"
22,21,41-2031.00,Retail Salespersons
22,20,43-5051.00,Postal Service Clerks
22,18,29-9091.00,Athletic Trainers
22,16,29-2021.00,Dental Hygienists
