Importance,Level,Code,Occupation
79,77,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
79,76,49-9099.01,Geothermal Technicians
79,76,49-9071.00,"Maintenance and Repair Workers, General"
79,76,31-2022.00,Physical Therapist Aides
79,52,45-2091.00,Agricultural Equipment Operators
78,88,49-9096.00,Riggers
78,87,51-7011.00,Cabinetmakers and Bench Carpenters
78,87,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
78,86,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
78,83,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
78,83,53-7121.00,"Tank Car, Truck, and Ship Loaders"
78,81,49-3051.00,Motorboat Mechanics and Service Technicians
78,80,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
78,79,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
78,77,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
77,87,47-2142.00,Paperhangers
77,83,47-2031.00,Carpenters
77,82,49-3022.00,Automotive Glass Installers and Repairers
77,81,51-4051.00,Metal-Refining Furnace Operators and Tenders
77,80,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
77,79,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
77,78,39-3092.00,Costume Attendants
77,74,53-7062.04,Recycling and Reclamation Workers
77,70,47-2061.00,Construction Laborers
77,59,29-1141.00,Registered Nurses
76,82,49-9031.00,Home Appliance Repairers
76,81,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
76,80,53-1041.00,Aircraft Cargo Handling Supervisors
76,80,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
76,79,47-2132.00,"Insulation Workers, Mechanical"
76,79,25-4013.00,Museum Technicians and Conservators
76,77,53-7063.00,Machine Feeders and Offbearers
76,76,51-5113.00,Print Binding and Finishing Workers
76,76,47-5043.00,"Roof Bolters, Mining"
76,75,53-2031.00,Flight Attendants
76,73,53-7081.00,Refuse and Recyclable Material Collectors
76,64,51-6051.00,"Sewers, Hand"
76,54,43-4121.00,"Library Assistants, Clerical"
75,80,47-5011.00,"Derrick Operators, Oil and Gas"
75,80,47-2043.00,Floor Sanders and Finishers
75,78,53-7021.00,Crane and Tower Operators
75,77,37-3013.00,Tree Trimmers and Pruners
75,77,51-6093.00,Upholsterers
75,76,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
75,75,29-2034.00,Radiologic Technologists and Technicians
75,72,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
75,68,49-2098.00,Security and Fire Alarm Systems Installers
75,68,49-9052.00,Telecommunications Line Installers and Repairers
75,65,31-1121.00,Home Health Aides
74,86,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
74,86,51-8013.04,Hydroelectric Plant Technicians
74,85,51-7031.00,"Model Makers, Wood"
74,84,47-3013.00,Helpers--Electricians
74,84,47-2073.00,Operating Engineers and Other Construction Equipment Operators
74,84,47-5013.00,"Service Unit Operators, Oil and Gas"
74,82,51-3093.00,Food Cooking Machine Operators and Tenders
74,81,51-5112.00,Printing Press Operators
74,80,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
74,80,43-5052.00,Postal Service Mail Carriers
74,80,51-6042.00,Shoe Machine Operators and Tenders
74,79,27-1012.00,Craft Artists
74,78,51-9022.00,"Grinding and Polishing Workers, Hand"
74,77,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
74,74,25-4012.00,Curators
74,73,47-2111.00,Electricians
74,69,53-7031.00,Dredge Operators
74,67,49-3093.00,Tire Repairers and Changers
74,62,29-1292.00,Dental Hygienists
73,87,49-3043.00,Rail Car Repairers
73,79,49-3023.00,Automotive Service Technicians and Mechanics
73,79,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
73,78,11-9199.09,Wind Energy Operations Managers
73,77,29-2056.00,Veterinary Technologists and Technicians
73,76,35-1011.00,Chefs and Head Cooks
73,75,29-1141.01,Acute Care Nurses
73,75,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
73,75,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
73,74,51-9161.00,Computer Numerically Controlled Tool Operators
73,74,37-3011.00,Landscaping and Groundskeeping Workers
73,73,27-4031.00,"Camera Operators, Television, Video, and Film"
73,73,49-9094.00,Locksmiths and Safe Repairers
73,73,47-4099.03,Weatherization Installers and Technicians
73,72,53-7065.00,Stockers and Order Fillers
73,61,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
72,83,53-5031.00,Ship Engineers
72,82,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
72,81,51-7032.00,"Patternmakers, Wood"
72,78,47-5023.00,"Earth Drillers, Except Oil and Gas"
72,77,49-3011.00,Aircraft Mechanics and Service Technicians
72,77,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
72,77,53-7011.00,Conveyor Operators and Tenders
72,77,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
72,76,35-9021.00,Dishwashers
72,76,47-2161.00,Plasterers and Stucco Masons
72,76,33-9093.00,Transportation Security Screeners
72,75,49-3092.00,Recreational Vehicle Service Technicians
72,73,29-2031.00,Cardiovascular Technologists and Technicians
72,73,45-4011.00,Forest and Conservation Workers
72,73,51-4052.00,"Pourers and Casters, Metal"
72,72,51-3092.00,Food Batchmakers
72,71,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
72,70,49-9063.00,Musical Instrument Repairers and Tuners
72,68,29-2099.01,Neurodiagnostic Technologists
72,65,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
72,54,51-2061.00,Timing Device Assemblers and Adjusters
71,83,39-2021.00,Animal Caretakers
71,83,49-3041.00,Farm Equipment Mechanics and Service Technicians
71,81,33-2022.00,Forest Fire Inspectors and Prevention Specialists
71,76,47-2211.00,Sheet Metal Workers
71,75,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
71,73,29-2035.00,Magnetic Resonance Imaging Technologists
71,73,49-9011.00,Mechanical Door Repairers
71,73,47-1011.03,Solar Energy Installation Managers
71,72,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
71,71,29-1122.00,Occupational Therapists
71,71,29-1126.00,Respiratory Therapists
71,70,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
71,70,53-3033.00,Light Truck Drivers
71,70,47-5051.00,"Rock Splitters, Quarry"
71,68,29-1123.00,Physical Therapists
71,67,45-2021.00,Animal Breeders
71,67,47-4041.00,Hazardous Materials Removal Workers
70,84,51-9123.00,"Painting, Coating, and Decorating Workers"
70,81,51-9111.00,Packaging and Filling Machine Operators and Tenders
70,77,49-9043.00,"Maintenance Workers, Machinery"
70,75,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
70,74,51-7021.00,Furniture Finishers
70,73,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
70,73,53-5022.00,Motorboat Operators
70,73,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
70,72,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
70,67,35-2014.00,"Cooks, Restaurant"
70,65,51-2021.00,"Coil Winders, Tapers, and Finishers"
70,65,41-2022.00,Parts Salespersons
70,63,35-3041.00,"Food Servers, Nonrestaurant"
70,57,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
69,81,53-7071.00,Gas Compressor and Gas Pumping Station Operators
69,77,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
69,76,51-2022.00,Electrical and Electronic Equipment Assemblers
69,72,45-4022.00,Logging Equipment Operators
69,68,29-1151.00,Nurse Anesthetists
69,67,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
69,65,35-3023.01,Baristas
69,64,53-6031.00,Automotive and Watercraft Service Attendants
69,59,51-6011.00,Laundry and Dry-Cleaning Workers
68,87,47-4031.00,Fence Erectors
68,79,51-3023.00,Slaughterers and Meat Packers
68,77,51-8099.01,Biofuels Processing Technicians
68,77,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
68,76,25-4011.00,Archivists
68,76,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
68,76,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
68,75,47-2081.00,Drywall and Ceiling Tile Installers
68,74,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
68,73,39-4021.00,Funeral Attendants
68,70,45-3031.00,Fishing and Hunting Workers
68,70,43-5051.00,Postal Service Clerks
68,69,29-2091.00,Orthotists and Prosthetists
68,69,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
68,67,29-1141.03,Critical Care Nurses
68,66,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
68,61,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
67,87,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
67,76,19-4021.00,Biological Technicians
67,75,31-2021.00,Physical Therapist Assistants
67,71,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
67,68,35-2021.00,Food Preparation Workers
67,67,29-2051.00,Dietetic Technicians
67,67,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
67,64,51-9031.00,"Cutters and Trimmers, Hand"
67,61,21-1094.00,Community Health Workers
66,78,49-9041.00,Industrial Machinery Mechanics
66,78,53-4031.00,Railroad Conductors and Yardmasters
66,77,51-4041.00,Machinists
66,74,51-2051.00,Fiberglass Laminators and Fabricators
66,73,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
66,73,19-4071.00,Forest and Conservation Technicians
66,73,53-4011.00,Locomotive Engineers
66,72,49-3021.00,Automotive Body and Related Repairers
66,72,19-4031.00,Chemical Technicians
66,72,51-9194.00,Etchers and Engravers
66,72,29-1124.00,Radiation Therapists
66,69,25-2059.01,Adapted Physical Education Specialists
66,69,33-9011.00,Animal Control Workers
66,68,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
66,68,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
66,60,35-3011.00,Bartenders
66,58,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
65,82,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
65,73,51-2041.00,Structural Metal Fabricators and Fitters
65,72,51-9011.00,Chemical Equipment Operators and Tenders
65,72,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
65,68,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
65,67,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
65,66,43-5021.00,Couriers and Messengers
65,65,51-4061.00,"Model Makers, Metal and Plastic"
65,63,43-5011.00,Cargo and Freight Agents
64,74,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
64,72,17-3027.01,Automotive Engineering Technicians
64,72,33-2021.00,Fire Inspectors and Investigators
64,68,49-2091.00,Avionics Technicians
64,67,47-5041.00,Continuous Mining Machine Operators
64,66,51-6031.00,Sewing Machine Operators
64,65,31-9091.00,Dental Assistants
64,64,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
64,62,31-2012.00,Occupational Therapy Aides
64,61,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
64,61,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
63,79,51-4111.00,Tool and Die Makers
63,78,27-2021.00,Athletes and Sports Competitors
63,75,51-3021.00,Butchers and Meat Cutters
63,72,49-9062.00,Medical Equipment Repairers
63,70,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
63,67,47-2141.00,"Painters, Construction and Maintenance"
63,65,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
63,65,39-5094.00,Skincare Specialists
63,64,51-8091.00,Chemical Plant and System Operators
63,64,47-2152.04,Solar Thermal Installers and Technicians
63,63,39-9031.00,Exercise Trainers and Group Fitness Instructors
63,60,25-4031.00,Library Technicians
63,60,43-5041.00,"Meter Readers, Utilities"
63,59,37-2021.00,Pest Control Workers
62,72,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
62,70,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
62,68,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
62,66,51-8013.00,Power Plant Operators
62,66,35-3031.00,Waiters and Waitresses
62,65,29-1011.00,Chiropractors
62,65,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
62,65,29-2033.00,Nuclear Medicine Technologists
61,70,45-4023.00,Log Graders and Scalers
61,68,51-8021.00,Stationary Engineers and Boiler Operators
61,67,17-3026.00,Industrial Engineering Technologists and Technicians
61,66,27-4011.00,Audio and Video Technicians
61,64,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
61,63,35-2015.00,"Cooks, Short Order"
61,62,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
61,62,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
61,56,41-2031.00,Retail Salespersons
61,53,39-5011.00,Barbers
60,78,29-1229.06,Sports Medicine Physicians
60,72,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
60,69,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
60,66,13-1041.06,Coroners
60,66,29-2011.00,Medical and Clinical Laboratory Technologists
60,61,29-2032.00,Diagnostic Medical Sonographers
60,61,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
60,60,51-9083.00,Ophthalmic Laboratory Technicians
60,59,51-9071.06,Gem and Diamond Workers
60,59,31-1122.00,Personal Care Aides
60,55,27-1023.00,Floral Designers
59,70,51-2023.00,Electromechanical Equipment Assemblers
59,69,39-2011.00,Animal Trainers
59,60,51-9081.00,Dental Laboratory Technicians
59,59,31-9011.00,Massage Therapists
59,56,31-9097.00,Phlebotomists
59,54,39-5091.00,"Makeup Artists, Theatrical and Performance"
59,53,35-2012.00,"Cooks, Institution and Cafeteria"
58,70,11-3051.00,Industrial Production Managers
58,68,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
58,66,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
58,66,17-1022.00,Surveyors
58,64,51-8013.03,Biomass Plant Technicians
58,59,51-9162.00,Computer Numerically Controlled Tool Programmers
58,58,31-2011.00,Occupational Therapy Assistants
58,50,33-3041.00,Parking Enforcement Workers
58,40,29-1023.00,Orthodontists
57,76,19-1031.02,Range Managers
57,70,31-9095.00,Pharmacy Aides
57,68,53-2012.00,Commercial Pilots
57,64,29-1161.00,Nurse Midwives
57,64,27-4021.00,Photographers
57,63,51-9082.00,Medical Appliance Technicians
56,74,33-3031.00,Fish and Game Wardens
56,74,49-9097.00,Signal and Track Switch Repairers
56,72,11-9171.00,Funeral Home Managers
56,70,27-2032.00,Choreographers
56,68,53-7073.00,Wellhead Pumpers
56,67,29-1071.01,Anesthesiologist Assistants
56,67,17-3024.01,Robotics Technicians
56,66,19-1031.03,Park Naturalists
56,64,29-1128.00,Exercise Physiologists
56,63,49-2097.00,Audiovisual Equipment Installers and Repairers
56,63,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
56,63,51-1011.00,First-Line Supervisors of Production and Operating Workers
56,63,29-1129.02,Music Therapists
56,58,53-6041.00,Traffic Technicians
56,56,29-1021.00,"Dentists, General"
56,53,13-1121.00,"Meeting, Convention, and Event Planners"
56,52,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
55,70,29-1291.00,Acupuncturists
55,65,51-8031.00,Water and Wastewater Treatment Plant and System Operators
55,62,47-4011.01,Energy Auditors
55,60,29-1211.00,Anesthesiologists
55,56,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
55,55,47-3016.00,Helpers--Roofers
55,53,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
55,51,29-1024.00,Prosthodontists
55,50,35-2013.00,"Cooks, Private Household"
55,49,29-2053.00,Psychiatric Technicians
54,64,49-9064.00,Watch and Clock Repairers
54,61,11-9051.00,Food Service Managers
54,61,27-4014.00,Sound Engineering Technicians
54,59,53-2022.00,Airfield Operations Specialists
54,59,29-1125.00,Recreational Therapists
54,55,27-2022.00,Coaches and Scouts
54,55,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
54,51,43-9071.00,"Office Machine Operators, Except Computer"
54,50,31-1131.00,Nursing Assistants
54,49,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
54,47,37-2012.00,Maids and Housekeeping Cleaners
53,61,11-3012.00,Administrative Services Managers
53,61,17-3029.08,Photonics Technicians
53,60,51-6041.00,Shoe and Leather Workers and Repairers
53,60,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
53,59,29-2011.01,Cytogenetic Technologists
53,58,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
53,57,29-9099.01,Midwives
53,51,51-9071.00,Jewelers and Precious Stone and Metal Workers
53,44,53-6021.00,Parking Attendants
53,44,33-3052.00,Transit and Railroad Police
52,73,19-4012.00,Agricultural Technicians
52,68,19-4051.00,Nuclear Technicians
52,65,15-1232.00,Computer User Support Specialists
52,61,25-2051.00,"Special Education Teachers, Preschool"
52,60,53-6051.01,Aviation Inspectors
52,60,31-9092.00,Medical Assistants
52,56,41-2011.00,Cashiers
52,56,51-6092.00,Fabric and Apparel Patternmakers
52,56,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
52,53,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
52,50,41-9011.00,Demonstrators and Product Promoters
52,50,39-9032.00,Recreation Workers
51,60,43-4071.00,File Clerks
51,60,19-4092.00,Forensic Science Technicians
51,60,29-2012.00,Medical and Clinical Laboratory Technicians
51,60,17-3029.01,Non-Destructive Testing Specialists
51,57,27-2011.00,Actors
51,56,19-1022.00,Microbiologists
51,56,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
51,55,39-3021.00,Motion Picture Projectionists
51,53,29-1041.00,Optometrists
50,58,29-1181.00,Audiologists
50,58,19-2031.00,Chemists
50,58,29-2052.00,Pharmacy Technicians
50,54,45-2011.00,Agricultural Inspectors
50,54,35-2011.00,"Cooks, Fast Food"
50,48,53-7061.00,Cleaners of Vehicles and Equipment
49,68,53-1042.01,Recycling Coordinators
49,58,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
49,56,27-4012.00,Broadcast Technicians
49,55,51-4062.00,"Patternmakers, Metal and Plastic"
49,54,33-3051.00,Police and Sheriff's Patrol Officers
49,52,29-1218.00,Obstetricians and Gynecologists
49,48,39-9011.01,Nannies
49,47,39-3011.00,Gambling Dealers
48,58,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
48,53,41-1011.00,First-Line Supervisors of Retail Sales Workers
48,53,29-1051.00,Pharmacists
48,48,43-3041.00,Gambling Cage Workers
47,59,25-2032.00,"Career/Technical Education Teachers, Secondary School"
47,56,41-2021.00,Counter and Rental Clerks
47,53,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
47,51,47-2082.00,Tapers
47,48,27-2012.05,Media Technical Directors/Managers
47,44,47-4051.00,Highway Maintenance Workers
47,43,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
46,60,19-1029.04,Biologists
46,57,29-1131.00,Veterinarians
46,55,33-3011.00,Bailiffs
46,55,17-3026.01,Nanotechnology Engineering Technologists and Technicians
46,53,17-1022.01,Geodetic Surveyors
46,51,33-3021.02,Police Identification and Records Officers
46,47,41-2012.00,Gambling Change Persons and Booth Cashiers
46,45,29-2061.00,Licensed Practical and Licensed Vocational Nurses
45,65,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
45,57,29-1129.01,Art Therapists
45,55,25-1071.00,"Health Specialties Teachers, Postsecondary"
45,51,29-1216.00,General Internal Medicine Physicians
45,50,51-3011.00,Bakers
45,49,33-1011.00,First-Line Supervisors of Correctional Officers
45,49,19-4099.01,Quality Control Analysts
45,47,27-2042.00,Musicians and Singers
45,45,49-9061.00,Camera and Photographic Equipment Repairers
45,44,29-1229.04,Physical Medicine and Rehabilitation Physicians
45,42,33-9091.00,Crossing Guards and Flaggers
44,56,19-3091.00,Anthropologists and Archeologists
44,55,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
44,54,33-3051.04,Customs and Border Protection Officers
44,51,43-6011.00,Executive Secretaries and Executive Administrative Assistants
44,51,39-5093.00,Shampooers
44,50,19-1032.00,Foresters
44,49,19-1021.00,Biochemists and Biophysicists
44,48,29-1241.00,"Ophthalmologists, Except Pediatric"
44,48,29-1022.00,Oral and Maxillofacial Surgeons
44,47,29-2011.02,Cytotechnologists
44,47,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
44,47,29-1071.00,Physician Assistants
44,47,43-4171.00,Receptionists and Information Clerks
44,44,43-5061.00,"Production, Planning, and Expediting Clerks"
43,62,39-3091.00,Amusement and Recreation Attendants
43,62,19-4051.02,Nuclear Monitoring Technicians
43,58,17-3027.00,Mechanical Engineering Technologists and Technicians
43,53,29-9091.00,Athletic Trainers
43,50,39-9041.00,Residential Advisors
43,48,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
43,48,29-2081.00,"Opticians, Dispensing"
43,48,29-1299.02,Orthoptists
43,48,51-9151.00,Photographic Process Workers and Processing Machine Operators
43,47,29-2092.00,Hearing Aid Specialists
43,44,21-1091.00,Health Education Specialists
42,62,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
42,61,11-3051.04,Biomass Power Plant Managers
42,52,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
42,48,11-9179.01,Fitness and Wellness Coordinators
42,48,11-9081.00,Lodging Managers
42,43,53-3052.00,"Bus Drivers, Transit and Intercity"
42,42,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
42,41,29-1222.00,"Physicians, Pathologists"
42,37,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
41,57,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41,52,19-5012.00,Occupational Health and Safety Technicians
41,47,39-1022.00,First-Line Supervisors of Personal Service Workers
41,46,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
41,46,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
41,45,19-1029.02,Molecular and Cellular Biologists
41,43,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
40,51,17-2199.09,Nanosystems Engineers
40,51,29-2057.00,Ophthalmic Medical Technicians
40,47,33-3021.00,Detectives and Criminal Investigators
40,46,29-2099.05,Ophthalmic Medical Technologists
40,45,53-4041.00,Subway and Streetcar Operators
40,44,35-3023.00,Fast Food and Counter Workers
40,41,39-9011.00,Childcare Workers
40,41,15-1231.00,Computer Network Support Specialists
40,41,25-2011.00,"Preschool Teachers, Except Special Education"
40,37,27-2031.00,Dancers
39,57,19-1013.00,Soil and Plant Scientists
39,56,19-1012.00,Food Scientists and Technologists
39,55,19-1023.00,Zoologists and Wildlife Biologists
39,54,17-2199.08,Robotics Engineers
