Context,Code,Occupation
100,11-3121.00,Human Resources Managers
100,13-1071.00,Human Resources Specialists
100,11-3051.06,Hydroelectric Production Managers
100,25-9031.00,Instructional Coordinators
100,13-1032.00,"Insurance Appraisers, Auto Damage"
100,43-9041.00,Insurance Claims and Policy Processing Clerks
100,41-3021.00,Insurance Sales Agents
100,13-2053.00,Insurance Underwriters
100,33-3021.06,Intelligence Analysts
100,27-1025.00,Interior Designers
100,11-3031.03,Investment Fund Managers
100,23-1011.00,Lawyers
100,43-6012.00,Legal Secretaries and Administrative Assistants
100,25-1082.00,"Library Science Teachers, Postsecondary"
100,13-2072.00,Loan Officers
100,13-1081.02,Logistics Analysts
100,13-1081.01,Logistics Engineers
100,11-9199.08,Loss Prevention Managers
100,17-2112.03,Manufacturing Engineers
100,13-1161.00,Market Research Analysts and Marketing Specialists
100,11-2021.00,Marketing Managers
100,17-2131.00,Materials Engineers
100,17-2199.05,Mechatronics Engineers
100,27-2012.03,Media Programming Directors
100,27-2012.05,Media Technical Directors/Managers
100,11-9111.00,Medical and Health Services Managers
100,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
100,17-3026.01,Nanotechnology Engineering Technologists and Technicians
100,11-9121.00,Natural Sciences Managers
100,17-2161.00,Nuclear Engineers
100,19-5012.00,Occupational Health and Safety Technicians
100,13-1199.06,Online Merchants
100,15-2031.00,Operations Research Analysts
100,29-2091.00,Orthotists and Prosthetists
100,23-2011.00,Paralegals and Legal Assistants
100,29-2099.08,Patient Representatives
100,17-2171.00,Petroleum Engineers
100,33-3021.02,Police Identification and Records Officers
100,25-1065.00,"Political Science Teachers, Postsecondary"
100,43-3061.00,Procurement Clerks
100,27-2012.00,Producers and Directors
100,27-3031.00,Public Relations Specialists
100,11-3061.00,Purchasing Managers
100,11-3051.01,Quality Control Systems Managers
100,17-2072.01,Radio Frequency Identification Device Specialists
100,19-1031.02,Range Managers
100,41-9021.00,Real Estate Brokers
100,41-9022.00,Real Estate Sales Agents
100,11-9199.01,Regulatory Affairs Managers
100,11-2022.00,Sales Managers
100,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
100,11-9151.00,Social and Community Service Managers
100,25-1113.00,"Social Work Teachers, Postsecondary"
100,25-1067.00,"Sociology Teachers, Postsecondary"
100,41-4011.07,Solar Sales Representatives and Assessors
100,25-2058.00,"Special Education Teachers, Secondary School"
100,27-1014.00,Special Effects Artists and Animators
100,43-9111.00,Statistical Assistants
100,11-3071.04,Supply Chain Managers
100,19-3022.00,Survey Researchers
100,13-1199.05,Sustainability Specialists
100,15-1241.01,Telecommunications Engineering Specialists
100,17-2051.01,Transportation Engineers
100,19-3099.01,Transportation Planners
100,41-3041.00,Travel Agents
100,11-3031.01,Treasurers and Controllers
100,19-3051.00,Urban and Regional Planners
100,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
100,19-1023.00,Zoologists and Wildlife Biologists
99,11-3012.00,Administrative Services Managers
99,17-2021.00,Agricultural Engineers
99,19-1011.00,Animal Scientists
99,19-3091.00,Anthropologists and Archeologists
99,17-1011.00,"Architects, Except Landscape and Naval"
99,19-2011.00,Astronomers
99,29-1181.00,Audiologists
99,17-3027.01,Automotive Engineering Technicians
99,53-6051.01,Aviation Inspectors
99,25-1042.00,"Biological Science Teachers, Postsecondary"
99,27-4012.00,Broadcast Technicians
99,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
99,39-6012.00,Concierges
99,11-9021.00,Construction Managers
99,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
99,15-1243.00,Database Architects
99,25-1063.00,"Economics Teachers, Postsecondary"
99,17-3012.00,Electrical and Electronics Drafters
99,17-2071.00,Electrical Engineers
99,11-9161.00,Emergency Management Directors
99,13-1041.01,Environmental Compliance Inspectors
99,17-2081.00,Environmental Engineers
99,43-6011.00,Executive Secretaries and Executive Administrative Assistants
99,13-2061.00,Financial Examiners
99,33-1011.00,First-Line Supervisors of Correctional Officers
99,19-1029.03,Geneticists
99,19-2043.00,Hydrologists
99,19-3032.00,Industrial-Organizational Psychologists
99,15-1212.00,Information Security Analysts
99,15-1299.09,Information Technology Project Managers
99,17-1012.00,Landscape Architects
99,19-2032.00,Materials Scientists
99,17-3027.00,Mechanical Engineering Technologists and Technicians
99,19-1042.00,"Medical Scientists, Except Epidemiologists"
99,19-1022.00,Microbiologists
99,17-2199.09,Nanosystems Engineers
99,29-1299.01,Naturopathic Physicians
99,29-1171.00,Nurse Practitioners
99,19-5011.00,Occupational Health and Safety Specialists
99,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
99,27-4021.00,Photographers
99,17-2199.07,Photonics Engineers
99,29-1071.00,Physician Assistants
99,19-3094.00,Political Scientists
99,29-1229.05,Preventive Medicine Physicians
99,11-9141.00,"Property, Real Estate, and Community Association Managers"
99,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
99,13-1041.07,Regulatory Affairs Specialists
99,17-3024.01,Robotics Technicians
99,19-3041.00,Sociologists
99,23-2093.00,"Title Examiners, Abstractors, and Searchers"
99,13-1151.00,Training and Development Specialists
99,33-3052.00,Transit and Railroad Police
99,15-1255.01,Video Game Designers
99,17-2051.02,Water/Wastewater Engineers
99,15-1299.01,Web Administrators
99,27-3043.00,Writers and Authors
98,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
98,17-3011.00,Architectural and Civil Drafters
98,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
98,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
98,11-3051.04,Biomass Power Plant Managers
98,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
98,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
98,13-1199.04,Business Continuity Planners
98,15-2051.01,Business Intelligence Analysts
98,25-2032.00,"Career/Technical Education Teachers, Secondary School"
98,35-1011.00,Chefs and Head Cooks
98,19-2031.00,Chemists
98,11-9121.01,Clinical Research Coordinators
98,25-1122.00,"Communications Teachers, Postsecondary"
98,17-2061.00,Computer Hardware Engineers
98,15-1231.00,Computer Network Support Specialists
98,13-1041.06,Coroners
98,29-1031.00,Dietitians and Nutritionists
98,11-9033.00,"Education Administrators, Postsecondary"
98,17-2199.03,"Energy Engineers, Except Wind and Solar"
98,19-2041.02,Environmental Restoration Planners
98,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
98,25-1053.00,"Environmental Science Teachers, Postsecondary"
98,13-1041.03,Equal Opportunity Representatives and Officers
98,11-9179.01,Fitness and Wellness Coordinators
98,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
98,11-9071.00,Gambling Managers
98,15-1299.02,Geographic Information Systems Technologists and Technicians
98,21-1022.00,Healthcare Social Workers
98,17-3026.00,Industrial Engineering Technologists and Technicians
98,17-2112.00,Industrial Engineers
98,43-4111.00,"Interviewers, Except Eligibility and Loan"
98,11-9081.00,Lodging Managers
98,13-1081.00,Logisticians
98,13-1111.00,Management Analysts
98,25-1022.00,"Mathematical Science Teachers, Postsecondary"
98,15-2021.00,Mathematicians
98,17-3013.00,Mechanical Drafters
98,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
98,29-1041.00,Optometrists
98,43-4151.00,Order Clerks
98,43-3051.00,Payroll and Timekeeping Clerks
98,13-2052.00,Personal Financial Advisors
98,29-1222.00,"Physicians, Pathologists"
98,19-2012.00,Physicists
98,29-1125.00,Recreational Therapists
98,17-2199.08,Robotics Engineers
98,19-3034.00,School Psychologists
98,13-1161.01,Search Marketing Strategists
98,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
98,17-1022.00,Surveyors
98,27-2012.04,Talent Directors
98,11-3071.00,"Transportation, Storage, and Distribution Managers"
98,11-9121.02,Water Resource Specialists
98,17-2199.10,Wind Energy Engineers
97,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
97,15-2099.01,Bioinformatics Technicians
97,17-1021.00,Cartographers and Photogrammetrists
97,27-3041.00,Editors
97,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
97,13-2099.04,"Fraud Examiners, Investigators and Analysts"
97,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
97,25-1071.00,"Health Specialties Teachers, Postsecondary"
97,29-2092.00,Hearing Aid Specialists
97,25-1125.00,"History Teachers, Postsecondary"
97,19-2041.03,Industrial Ecologists
97,11-3051.00,Industrial Production Managers
97,23-1012.00,Judicial Law Clerks
97,13-1121.00,"Meeting, Convention, and Event Planners"
97,21-1023.00,Mental Health and Substance Abuse Social Workers
97,15-1244.00,Network and Computer Systems Administrators
97,43-4141.00,New Accounts Clerks
97,51-8011.00,Nuclear Power Reactor Operators
97,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
97,11-9131.00,Postmasters and Mail Superintendents
97,19-4012.01,Precision Agriculture Technicians
97,27-1027.00,Set and Exhibit Designers
97,27-4014.00,Sound Engineering Technicians
97,17-2112.02,Validation Engineers
97,43-9022.00,Word Processors and Typists
96,19-1021.00,Biochemists and Biophysicists
96,19-4021.00,Biological Technicians
96,19-2041.01,Climate Change Policy Analysts
96,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
96,13-2071.00,Credit Counselors
96,33-3021.00,Detectives and Criminal Investigators
96,19-3011.00,Economists
96,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
96,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
96,47-4011.01,Energy Auditors
96,33-1012.00,First-Line Supervisors of Police and Detectives
96,33-3031.00,Fish and Game Wardens
96,19-4092.00,Forensic Science Technicians
96,43-5011.01,Freight Forwarders
96,11-1021.00,General and Operations Managers
96,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
96,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
96,25-2012.00,"Kindergarten Teachers, Except Special Education"
96,13-1075.00,Labor Relations Specialists
96,25-4022.00,Librarians and Media Collections Specialists
96,21-1013.00,Marriage and Family Therapists
96,43-6013.00,Medical Secretaries and Administrative Assistants
96,19-1029.02,Molecular and Cellular Biologists
96,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
96,27-3023.00,"News Analysts, Reporters, and Journalists"
96,29-1161.00,Nurse Midwives
96,25-1054.00,"Physics Teachers, Postsecondary"
96,29-1223.00,Psychiatrists
96,25-1066.00,"Psychology Teachers, Postsecondary"
96,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
96,21-1015.00,Rehabilitation Counselors
96,19-2099.01,Remote Sensing Scientists and Technologists
96,41-9031.00,Sales Engineers
96,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
96,15-1253.00,Software Quality Assurance Analysts and Testers
96,15-2041.00,Statisticians
96,43-3071.00,Tellers
96,11-9199.10,Wind Energy Development Managers
95,29-1141.02,Advanced Practice Psychiatric Nurses
95,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
95,25-2023.00,"Career/Technical Education Teachers, Middle School"
95,17-3022.00,Civil Engineering Technologists and Technicians
95,19-1031.00,Conservation Scientists
95,11-9032.00,"Education Administrators, Kindergarten through Secondary"
95,17-2072.00,"Electronics Engineers, Except Computer"
95,19-3011.01,Environmental Economists
95,33-2021.00,Fire Inspectors and Investigators
95,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
95,19-1032.00,Foresters
95,53-7071.00,Gas Compressor and Gas Pumping Station Operators
95,17-1022.01,Geodetic Surveyors
95,25-1112.00,"Law Teachers, Postsecondary"
95,49-9094.00,Locksmiths and Safe Repairers
95,29-1229.04,Physical Medicine and Rehabilitation Physicians
95,33-9021.00,Private Detectives and Investigators
95,53-1042.01,Recycling Coordinators
95,21-1093.00,Social and Human Service Assistants
95,25-2057.00,"Special Education Teachers, Middle School"
95,11-3131.00,Training and Development Managers
95,15-1254.00,Web Developers
94,25-2059.01,Adapted Physical Education Specialists
94,27-4031.00,"Camera Operators, Television, Video, and Film"
94,27-2032.00,Choreographers
94,21-2011.00,Clergy
94,21-1094.00,Community Health Workers
94,47-4011.00,Construction and Building Inspectors
94,43-4021.00,Correspondence Clerks
94,25-1123.00,"English Language and Literature Teachers, Postsecondary"
94,17-3025.00,Environmental Engineering Technologists and Technicians
94,45-4011.00,Forest and Conservation Workers
94,43-4121.00,"Library Assistants, Clerical"
94,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
94,17-2199.06,Microsystems Engineers
94,43-9061.00,"Office Clerks, General"
94,19-1031.03,Park Naturalists
94,29-1051.00,Pharmacists
94,21-1092.00,Probation Officers and Correctional Treatment Specialists
94,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
94,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
94,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
94,19-1013.00,Soil and Plant Scientists
94,17-2199.11,Solar Energy Systems Engineers
94,17-3031.00,Surveying and Mapping Technicians
94,25-9044.00,"Teaching Assistants, Postsecondary"
94,27-3042.00,Technical Writers
94,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
94,49-9081.00,Wind Turbine Service Technicians
93,53-2022.00,Airfield Operations Specialists
93,25-1031.00,"Architecture Teachers, Postsecondary"
93,29-1129.01,Art Therapists
93,29-9091.00,Athletic Trainers
93,15-2041.01,Biostatisticians
93,25-4012.00,Curators
93,29-2011.01,Cytogenetic Technologists
93,29-1213.00,Dermatologists
93,25-2021.00,"Elementary School Teachers, Except Special Education"
93,27-1022.00,Fashion Designers
93,33-2022.00,Forest Fire Inspectors and Prevention Specialists
93,51-8092.00,Gas Plant Operators
93,25-4031.00,Library Technicians
93,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
93,17-2121.00,Marine Engineers and Naval Architects
93,49-9063.00,Musical Instrument Repairers and Tuners
93,29-1217.00,Neurologists
93,19-4051.02,Nuclear Monitoring Technicians
93,29-1122.00,Occupational Therapists
93,29-1241.00,"Ophthalmologists, Except Pediatric"
93,43-9081.00,Proofreaders and Copy Markers
93,43-5031.00,Public Safety Telecommunicators
93,29-1124.00,Radiation Therapists
93,19-4099.03,Remote Sensing Technicians
93,29-1229.06,Sports Medicine Physicians
92,27-2011.00,Actors
92,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
92,27-2022.00,Coaches and Scouts
92,29-2011.02,Cytotechnologists
92,19-4071.00,Forest and Conservation Technicians
92,17-2141.01,Fuel Cell Engineers
92,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
92,29-1216.00,General Internal Medicine Physicians
92,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
92,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
92,21-1014.00,Mental Health Counselors
92,27-2041.00,Music Directors and Composers
92,29-2052.00,Pharmacy Technicians
92,25-3041.00,Tutors
91,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
91,27-3092.00,Court Reporters and Simultaneous Captioners
91,39-4011.00,Embalmers
91,29-1128.00,Exercise Physiologists
91,11-9171.00,Funeral Home Managers
91,39-5091.00,"Makeup Artists, Theatrical and Performance"
91,19-4051.00,Nuclear Technicians
91,19-4099.01,Quality Control Analysts
91,19-4061.00,Social Science Research Assistants
90,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
90,27-1012.00,Craft Artists
90,21-2021.00,"Directors, Religious Activities and Education"
90,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
90,43-4071.00,File Clerks
90,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
90,13-1041.04,Government Property Inspectors and Investigators
90,29-1229.02,Hospitalists
90,29-2011.00,Medical and Clinical Laboratory Technologists
90,29-9099.01,Midwives
90,29-1129.02,Music Therapists
90,43-4171.00,Receptionists and Information Clerks
90,39-9041.00,Residential Advisors
90,25-2051.00,"Special Education Teachers, Preschool"
90,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
90,53-6041.00,Traffic Technicians
90,53-6051.00,Transportation Inspectors
89,27-4011.00,Audio and Video Technicians
89,29-1141.03,Critical Care Nurses
89,43-4061.00,"Eligibility Interviewers, Government Programs"
89,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
89,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
89,11-9051.00,Food Service Managers
89,49-9099.01,Geothermal Technicians
89,29-1299.02,Orthoptists
89,29-1224.00,Radiologists
89,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
89,13-2082.00,Tax Preparers
88,19-3033.00,Clinical and Counseling Psychologists
88,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
88,35-2013.00,"Cooks, Private Household"
88,27-3091.00,Interpreters and Translators
88,29-2099.01,Neurodiagnostic Technologists
88,43-9071.00,"Office Machine Operators, Except Computer"
88,29-2057.00,Ophthalmic Medical Technicians
88,29-2099.05,Ophthalmic Medical Technologists
88,29-1023.00,Orthodontists
88,17-3029.08,Photonics Technicians
88,43-5061.00,"Production, Planning, and Expediting Clerks"
88,29-1131.00,Veterinarians
87,29-1141.01,Acute Care Nurses
87,29-1229.01,Allergists and Immunologists
87,13-2023.00,Appraisers and Assessors of Real Estate
87,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
87,43-4051.00,Customer Service Representatives
87,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
87,51-5111.00,Prepress Technicians and Workers
87,29-1127.00,Speech-Language Pathologists
86,29-1291.00,Acupuncturists
86,43-5021.00,Couriers and Messengers
86,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
86,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
86,53-2031.00,Flight Attendants
86,49-9071.00,"Maintenance and Repair Workers, General"
86,17-3029.01,Non-Destructive Testing Specialists
86,29-2081.00,"Opticians, Dispensing"
86,29-1081.00,Podiatrists
85,29-1211.00,Anesthesiologists
85,51-9011.00,Chemical Equipment Operators and Tenders
85,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
85,43-4031.00,"Court, Municipal, and License Clerks"
85,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
85,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
85,51-1011.00,First-Line Supervisors of Production and Operating Workers
85,51-8013.04,Hydroelectric Plant Technicians
85,31-9094.00,Medical Transcriptionists
85,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
85,33-9099.02,Retail Loss Prevention Specialists
84,29-1024.00,Prosthodontists
83,43-9021.00,Data Entry Keyers
83,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
83,43-4131.00,Loan Interviewers and Clerks
83,17-2141.00,Mechanical Engineers
83,31-2011.00,Occupational Therapy Assistants
83,29-1141.00,Registered Nurses
82,29-1011.00,Chiropractors
82,51-9071.06,Gem and Diamond Workers
82,31-9097.00,Phlebotomists
81,43-5011.00,Cargo and Freight Agents
81,27-1023.00,Floral Designers
81,19-3093.00,Historians
81,29-2035.00,Magnetic Resonance Imaging Technologists
81,47-1011.03,Solar Energy Installation Managers
81,29-9093.00,Surgical Assistants
80,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
80,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
79,23-1022.00,"Arbitrators, Mediators, and Conciliators"
79,39-9031.00,Exercise Trainers and Group Fitness Instructors
79,29-2012.00,Medical and Clinical Laboratory Technicians
79,25-4013.00,Museum Technicians and Conservators
79,27-3043.05,"Poets, Lyricists and Creative Writers"
79,29-1126.00,Respiratory Therapists
79,39-7012.00,Travel Guides
78,19-4012.00,Agricultural Technicians
78,49-3091.00,Bicycle Repairers
78,43-3021.00,Billing and Posting Clerks
78,33-2011.00,Firefighters
78,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
78,31-9093.00,Medical Equipment Preparers
78,49-2098.00,Security and Fire Alarm Systems Installers
78,11-9179.02,Spa Managers
77,41-1011.00,First-Line Supervisors of Retail Sales Workers
77,49-9062.00,Medical Equipment Repairers
77,29-2033.00,Nuclear Medicine Technologists
77,29-1022.00,Oral and Maxillofacial Surgeons
77,41-2022.00,Parts Salespersons
77,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
77,33-3051.00,Police and Sheriff's Patrol Officers
77,29-1229.03,Urologists
76,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
76,33-9011.00,Animal Control Workers
76,27-2021.00,Athletes and Sports Competitors
76,29-1021.00,"Dentists, General"
76,29-1151.00,Nurse Anesthetists
76,29-1221.00,"Pediatricians, General"
76,11-9199.09,Wind Energy Operations Managers
75,29-2031.00,Cardiovascular Technologists and Technicians
75,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
75,41-2021.00,Counter and Rental Clerks
75,29-1215.00,Family Medicine Physicians
74,43-3011.00,Bill and Account Collectors
74,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
74,13-1041.00,Compliance Officers
74,29-1218.00,Obstetricians and Gynecologists
74,53-7121.00,"Tank Car, Truck, and Ship Loaders"
74,51-8031.00,Water and Wastewater Treatment Plant and System Operators
74,53-7073.00,Wellhead Pumpers
73,49-2091.00,Avionics Technicians
73,49-9051.00,Electrical Power-Line Installers and Repairers
73,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
73,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
73,51-8013.00,Power Plant Operators
73,25-3021.00,Self-Enrichment Teachers
73,53-5031.00,Ship Engineers
72,31-9091.00,Dental Assistants
72,41-2031.00,Retail Salespersons
71,49-9061.00,Camera and Photographic Equipment Repairers
71,39-3092.00,Costume Attendants
71,29-1123.00,Physical Therapists
71,29-2053.00,Psychiatric Technicians
71,51-8021.00,Stationary Engineers and Boiler Operators
71,43-2011.00,"Switchboard Operators, Including Answering Service"
71,33-9093.00,Transportation Security Screeners
70,39-2011.00,Animal Trainers
70,53-6011.00,Bridge and Lock Tenders
70,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
70,39-1022.00,First-Line Supervisors of Personal Service Workers
70,29-2061.00,Licensed Practical and Licensed Vocational Nurses
70,51-9082.00,Medical Appliance Technicians
70,51-4062.00,"Patternmakers, Metal and Plastic"
70,51-9195.05,"Potters, Manufacturing"
70,51-8012.00,Power Distributors and Dispatchers
70,31-9099.01,Speech-Language Pathology Assistants
69,27-1026.00,Merchandise Displayers and Window Trimmers
69,27-2023.00,"Umpires, Referees, and Other Sports Officials"
68,51-9162.00,Computer Numerically Controlled Tool Programmers
68,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
68,31-9095.00,Pharmacy Aides
67,51-6092.00,Fabric and Apparel Patternmakers
67,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
67,49-3052.00,Motorcycle Mechanics
67,51-7032.00,"Patternmakers, Wood"
66,33-3011.00,Bailiffs
66,33-3012.00,Correctional Officers and Jailers
66,41-9011.00,Demonstrators and Product Promoters
66,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
66,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
66,31-9011.00,Massage Therapists
66,49-9044.00,Millwrights
66,29-2034.00,Radiologic Technologists and Technicians
66,47-2152.04,Solar Thermal Installers and Technicians
66,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
66,29-2056.00,Veterinary Technologists and Technicians
66,47-4099.03,Weatherization Installers and Technicians
65,27-2042.00,Musicians and Singers
64,45-2011.00,Agricultural Inspectors
64,49-2097.00,Audiovisual Equipment Installers and Repairers
64,51-8091.00,Chemical Plant and System Operators
64,53-2012.00,Commercial Pilots
64,49-9031.00,Home Appliance Repairers
64,31-9092.00,Medical Assistants
64,39-3021.00,Motion Picture Projectionists
63,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
62,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
62,31-2012.00,Occupational Therapy Aides
62,39-9032.00,Recreation Workers
61,41-9012.00,Models
61,39-9011.01,Nannies
60,29-1071.01,Anesthesiologist Assistants
60,49-9092.00,Commercial Divers
60,29-2032.00,Diagnostic Medical Sonographers
60,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
60,51-6051.00,"Sewers, Hand"
60,49-9097.00,Signal and Track Switch Repairers
59,39-2021.00,Animal Caretakers
