Context,Code,Occupation
86,51-2051.00,Fiberglass Laminators and Fabricators
86,47-5081.00,Helpers--Extraction Workers
86,49-9041.00,Industrial Machinery Mechanics
86,51-7032.00,"Patternmakers, Wood"
86,29-1124.00,Radiation Therapists
86,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
86,49-3092.00,Recreational Vehicle Service Technicians
86,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
86,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
85,29-2031.00,Cardiovascular Technologists and Technicians
85,51-9194.00,Etchers and Engravers
85,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
85,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
85,45-3031.00,Fishing and Hunting Workers
85,49-9071.00,"Maintenance and Repair Workers, General"
85,49-9095.00,Manufactured Building and Mobile Home Installers
85,29-1299.02,Orthoptists
85,51-9123.00,"Painting, Coating, and Decorating Workers"
85,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
85,47-2044.00,Tile and Stone Setters
85,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
84,47-2021.00,Brickmasons and Blockmasons
84,53-7011.00,Conveyor Operators and Tenders
84,35-2014.00,"Cooks, Restaurant"
84,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
84,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
84,29-1041.00,Optometrists
84,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
84,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
84,53-5011.00,Sailors and Marine Oilers
84,51-2041.00,Structural Metal Fabricators and Fitters
83,29-1291.00,Acupuncturists
83,47-2031.00,Carpenters
83,29-2011.02,Cytotechnologists
83,31-9091.00,Dental Assistants
83,49-9051.00,Electrical Power-Line Installers and Repairers
83,47-2121.00,Glaziers
83,53-7063.00,Machine Feeders and Offbearers
83,49-9011.00,Mechanical Door Repairers
83,31-9093.00,Medical Equipment Preparers
83,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
83,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
83,53-7121.00,"Tank Car, Truck, and Ship Loaders"
83,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
83,51-4111.00,Tool and Die Makers
82,51-7011.00,Cabinetmakers and Bench Carpenters
82,53-2012.00,Commercial Pilots
82,35-2012.00,"Cooks, Institution and Cafeteria"
82,53-7021.00,Crane and Tower Operators
82,51-2023.00,Electromechanical Equipment Assemblers
82,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
82,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
82,37-3011.00,Landscaping and Groundskeeping Workers
82,51-4192.00,"Layout Workers, Metal and Plastic"
82,45-4023.00,Log Graders and Scalers
82,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
82,29-1022.00,Oral and Maxillofacial Surgeons
82,31-9097.00,Phlebotomists
82,29-1222.00,"Physicians, Pathologists"
82,51-5113.00,Print Binding and Finishing Workers
82,19-4099.01,Quality Control Analysts
82,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
82,27-1014.00,Special Effects Artists and Animators
82,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
82,33-9093.00,Transportation Security Screeners
81,49-2091.00,Avionics Technicians
81,29-1011.00,Chiropractors
81,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
81,51-8013.04,Hydroelectric Plant Technicians
81,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
81,29-2081.00,"Opticians, Dispensing"
81,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
81,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
81,53-7062.04,Recycling and Reclamation Workers
81,47-5013.00,"Service Unit Operators, Oil and Gas"
81,49-9097.00,Signal and Track Switch Repairers
81,47-2231.00,Solar Photovoltaic Installers
80,49-9092.00,Commercial Divers
80,47-2061.00,Construction Laborers
80,35-9021.00,Dishwashers
80,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
80,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
80,49-9043.00,"Maintenance Workers, Machinery"
80,29-2099.01,Neurodiagnostic Technologists
80,53-6021.00,Parking Attendants
80,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
80,43-5052.00,Postal Service Mail Carriers
80,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
79,53-2021.00,Air Traffic Controllers
79,47-4031.00,Fence Erectors
79,51-3092.00,Food Batchmakers
79,35-3041.00,"Food Servers, Nonrestaurant"
79,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
79,31-9094.00,Medical Transcriptionists
79,29-1081.00,Podiatrists
79,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
79,43-2021.00,Telephone Operators
78,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
78,27-1011.00,Art Directors
78,49-3022.00,Automotive Glass Installers and Repairers
78,17-1021.00,Cartographers and Photogrammetrists
78,27-3092.00,Court Reporters and Simultaneous Captioners
78,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
78,29-1151.00,Nurse Anesthetists
78,37-2021.00,Pest Control Workers
78,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
78,43-3071.00,Tellers
77,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
77,41-9011.00,Demonstrators and Product Promoters
77,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
77,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
77,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
77,27-1026.00,Merchandise Displayers and Window Trimmers
77,53-5022.00,Motorboat Operators
77,53-7064.00,"Packers and Packagers, Hand"
77,47-2181.00,Roofers
77,17-1022.00,Surveyors
76,51-3011.00,Bakers
76,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
76,35-2015.00,"Cooks, Short Order"
76,29-2011.01,Cytogenetic Technologists
76,27-1022.00,Fashion Designers
76,37-2012.00,Maids and Housekeeping Cleaners
76,39-5092.00,Manicurists and Pedicurists
76,29-1126.00,Respiratory Therapists
76,29-1131.00,Veterinarians
75,49-2097.00,Audiovisual Equipment Installers and Repairers
75,19-4031.00,Chemical Technicians
75,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
75,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
75,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
75,51-6011.00,Laundry and Dry-Cleaning Workers
75,47-5051.00,"Rock Splitters, Quarry"
74,29-1071.01,Anesthesiologist Assistants
74,53-7061.00,Cleaners of Vehicles and Equipment
74,39-3012.00,Gambling and Sports Book Writers and Runners
74,29-1216.00,General Internal Medicine Physicians
74,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
74,29-2033.00,Nuclear Medicine Technologists
74,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
74,53-5031.00,Ship Engineers
74,51-8021.00,Stationary Engineers and Boiler Operators
74,29-2056.00,Veterinary Technologists and Technicians
74,47-4099.03,Weatherization Installers and Technicians
73,51-8091.00,Chemical Plant and System Operators
73,29-2035.00,Magnetic Resonance Imaging Technologists
73,19-1022.00,Microbiologists
73,51-7031.00,"Model Makers, Wood"
73,27-4021.00,Photographers
73,51-9151.00,Photographic Process Workers and Processing Machine Operators
73,51-8013.00,Power Plant Operators
73,51-9141.00,Semiconductor Processing Technicians
73,47-2152.04,Solar Thermal Installers and Technicians
73,29-1229.06,Sports Medicine Physicians
73,53-7065.00,Stockers and Order Fillers
73,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
72,49-3011.00,Aircraft Mechanics and Service Technicians
72,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
72,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
72,27-1024.00,Graphic Designers
72,43-5051.00,Postal Service Clerks
72,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
71,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
71,29-1211.00,Anesthesiologists
71,15-1211.00,Computer Systems Analysts
71,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
71,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
71,29-1215.00,Family Medicine Physicians
71,49-9099.01,Geothermal Technicians
71,47-4041.00,Hazardous Materials Removal Workers
71,29-2057.00,Ophthalmic Medical Technicians
71,17-3024.01,Robotics Technicians
71,39-5094.00,Skincare Specialists
70,51-6092.00,Fabric and Apparel Patternmakers
70,33-2011.00,Firefighters
70,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
70,27-2012.05,Media Technical Directors/Managers
70,27-2042.00,Musicians and Singers
70,17-3029.08,Photonics Technicians
70,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
70,35-3031.00,Waiters and Waitresses
69,27-2021.00,Athletes and Sports Competitors
69,51-9162.00,Computer Numerically Controlled Tool Programmers
69,43-9031.00,Desktop Publishers
69,35-3023.00,Fast Food and Counter Workers
69,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
69,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
69,27-2041.00,Music Directors and Composers
69,29-1129.02,Music Therapists
69,29-2099.05,Ophthalmic Medical Technologists
69,41-2022.00,Parts Salespersons
69,31-2022.00,Physical Therapist Aides
69,43-9081.00,Proofreaders and Copy Markers
69,49-2098.00,Security and Fire Alarm Systems Installers
69,37-3013.00,Tree Trimmers and Pruners
68,33-9091.00,Crossing Guards and Flaggers
68,35-2021.00,Food Preparation Workers
68,19-4071.00,Forest and Conservation Technicians
68,29-2012.00,Medical and Clinical Laboratory Technicians
68,49-9062.00,Medical Equipment Repairers
68,19-1042.00,"Medical Scientists, Except Epidemiologists"
68,29-1224.00,Radiologists
68,17-3031.00,Surveying and Mapping Technicians
68,41-3041.00,Travel Agents
67,29-1181.00,Audiologists
67,17-3027.01,Automotive Engineering Technicians
67,35-3011.00,Bartenders
67,51-9011.00,Chemical Equipment Operators and Tenders
67,29-1141.03,Critical Care Nurses
67,43-4061.00,"Eligibility Interviewers, Government Programs"
67,39-4011.00,Embalmers
67,29-1218.00,Obstetricians and Gynecologists
67,31-9095.00,Pharmacy Aides
67,29-2052.00,Pharmacy Technicians
67,27-1027.00,Set and Exhibit Designers
66,45-2011.00,Agricultural Inspectors
66,51-8099.01,Biofuels Processing Technicians
66,43-5021.00,Couriers and Messengers
66,13-2071.00,Credit Counselors
66,53-7071.00,Gas Compressor and Gas Pumping Station Operators
66,29-1122.00,Occupational Therapists
66,29-1229.03,Urologists
65,29-1129.01,Art Therapists
65,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
65,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
65,15-1299.02,Geographic Information Systems Technologists and Technicians
65,17-3026.01,Nanotechnology Engineering Technologists and Technicians
65,29-1161.00,Nurse Midwives
65,29-1221.00,"Pediatricians, General"
64,41-2011.00,Cashiers
64,19-4013.00,Food Science Technicians
64,31-9011.00,Massage Therapists
64,25-4013.00,Museum Technicians and Conservators
64,19-4051.00,Nuclear Technicians
64,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
64,31-2021.00,Physical Therapist Assistants
64,51-5111.00,Prepress Technicians and Workers
63,27-4012.00,Broadcast Technicians
63,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
63,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
63,11-9051.00,Food Service Managers
63,43-3041.00,Gambling Cage Workers
63,17-1022.01,Geodetic Surveyors
63,29-2092.00,Hearing Aid Specialists
63,43-4121.00,"Library Assistants, Clerical"
63,17-3029.01,Non-Destructive Testing Specialists
63,33-3051.00,Police and Sheriff's Patrol Officers
63,19-4099.03,Remote Sensing Technicians
63,27-3042.00,Technical Writers
63,41-9041.00,Telemarketers
62,19-4012.00,Agricultural Technicians
62,39-2021.00,Animal Caretakers
62,33-3012.00,Correctional Officers and Jailers
62,29-1213.00,Dermatologists
62,41-1011.00,First-Line Supervisors of Retail Sales Workers
62,33-2022.00,Forest Fire Inspectors and Prevention Specialists
62,13-1032.00,"Insurance Appraisers, Auto Damage"
62,53-3033.00,Light Truck Drivers
61,19-1021.00,Biochemists and Biophysicists
61,43-6011.00,Executive Secretaries and Executive Administrative Assistants
61,43-6013.00,Medical Secretaries and Administrative Assistants
61,51-4061.00,"Model Makers, Metal and Plastic"
61,31-2011.00,Occupational Therapy Assistants
61,29-1229.04,Physical Medicine and Rehabilitation Physicians
61,29-1123.00,Physical Therapists
61,51-8012.00,Power Distributors and Dispatchers
60,45-2091.00,Agricultural Equipment Operators
60,53-2022.00,Airfield Operations Specialists
60,19-4021.00,Biological Technicians
60,15-1242.00,Database Administrators
60,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
60,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
60,39-1013.00,First-Line Supervisors of Gambling Services Workers
60,13-1071.00,Human Resources Specialists
60,29-2061.00,Licensed Practical and Licensed Vocational Nurses
60,13-2072.00,Loan Officers
60,27-2012.03,Media Programming Directors
60,39-3021.00,Motion Picture Projectionists
60,13-2082.00,Tax Preparers
60,53-7073.00,Wellhead Pumpers
59,51-8013.03,Biomass Plant Technicians
59,19-2031.00,Chemists
59,19-1029.02,Molecular and Cellular Biologists
59,51-8011.00,Nuclear Power Reactor Operators
59,29-1051.00,Pharmacists
59,11-3051.01,Quality Control Systems Managers
58,53-1041.00,Aircraft Cargo Handling Supervisors
58,33-3051.04,Customs and Border Protection Officers
58,25-4031.00,Library Technicians
58,43-4141.00,New Accounts Clerks
58,29-1171.00,Nurse Practitioners
58,43-2011.00,"Switchboard Operators, Including Answering Service"
58,15-1255.01,Video Game Designers
57,53-6051.01,Aviation Inspectors
57,33-3031.00,Fish and Game Wardens
57,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
57,29-1071.00,Physician Assistants
56,17-3011.00,Architectural and Civil Drafters
56,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
56,15-1211.01,Health Informatics Specialists
55,39-3091.00,Amusement and Recreation Attendants
55,53-6011.00,Bridge and Lock Tenders
55,43-4011.00,Brokerage Clerks
55,43-5011.00,Cargo and Freight Agents
55,17-2072.00,"Electronics Engineers, Except Computer"
55,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
55,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
55,19-4092.00,Forensic Science Technicians
55,33-9099.02,Retail Loss Prevention Specialists
55,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
55,15-1254.00,Web Developers
54,33-9011.00,Animal Control Workers
54,39-2011.00,Animal Trainers
54,43-3021.00,Billing and Posting Clerks
54,15-1251.00,Computer Programmers
54,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
54,41-2012.00,Gambling Change Persons and Booth Cashiers
54,19-4012.01,Precision Agriculture Technicians
54,53-4031.00,Railroad Conductors and Yardmasters
54,29-1141.00,Registered Nurses
54,15-1299.01,Web Administrators
53,15-1231.00,Computer Network Support Specialists
53,41-2021.00,Counter and Rental Clerks
53,25-1081.00,"Education Teachers, Postsecondary"
53,17-3012.00,Electrical and Electronics Drafters
53,33-1012.00,First-Line Supervisors of Police and Detectives
53,19-4051.02,Nuclear Monitoring Technicians
53,41-2031.00,Retail Salespersons
53,53-6041.00,Traffic Technicians
53,33-3052.00,Transit and Railroad Police
52,39-6011.00,Baggage Porters and Bellhops
52,43-4031.00,"Court, Municipal, and License Clerks"
52,17-3026.00,Industrial Engineering Technologists and Technicians
52,15-1212.00,Information Security Analysts
52,17-3013.00,Mechanical Drafters
52,53-6061.00,Passenger Attendants
52,41-9031.00,Sales Engineers
51,29-1141.01,Acute Care Nurses
51,11-9199.02,Compliance Managers
51,53-2031.00,Flight Attendants
51,51-8092.00,Gas Plant Operators
51,19-1029.03,Geneticists
51,31-1121.00,Home Health Aides
51,17-2121.00,Marine Engineers and Naval Architects
51,43-9061.00,"Office Clerks, General"
51,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
50,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
50,29-9091.00,Athletic Trainers
50,19-1029.01,Bioinformatics Scientists
50,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
50,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
50,17-2141.00,Mechanical Engineers
50,43-9071.00,"Office Machine Operators, Except Computer"
50,29-2099.08,Patient Representatives
50,25-2011.00,"Preschool Teachers, Except Special Education"
50,43-5061.00,"Production, Planning, and Expediting Clerks"
50,47-1011.03,Solar Energy Installation Managers
50,39-7012.00,Travel Guides
49,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
49,25-2032.00,"Career/Technical Education Teachers, Secondary School"
49,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
49,27-1021.00,Commercial and Industrial Designers
49,11-3021.00,Computer and Information Systems Managers
49,43-9021.00,Data Entry Keyers
49,15-1243.00,Database Architects
49,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
49,51-1011.00,First-Line Supervisors of Production and Operating Workers
49,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
49,33-3021.02,Police Identification and Records Officers
49,31-1133.00,Psychiatric Aides
49,31-9099.01,Speech-Language Pathology Assistants
49,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
49,51-8031.00,Water and Wastewater Treatment Plant and System Operators
48,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
48,21-1094.00,Community Health Workers
48,11-3111.00,Compensation and Benefits Managers
48,29-2051.00,Dietetic Technicians
48,27-4032.00,Film and Video Editors
48,43-4111.00,"Interviewers, Except Eligibility and Loan"
48,27-3043.05,"Poets, Lyricists and Creative Writers"
48,21-1092.00,Probation Officers and Correctional Treatment Specialists
48,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
48,47-4091.00,Segmental Pavers
48,25-3021.00,Self-Enrichment Teachers
48,51-2061.00,Timing Device Assemblers and Adjusters
47,43-4051.00,Customer Service Representatives
47,27-3041.00,Editors
47,47-4011.01,Energy Auditors
47,13-2053.00,Insurance Underwriters
47,17-1012.00,Landscape Architects
47,13-1081.02,Logistics Analysts
47,17-2199.06,Microsystems Engineers
47,43-4151.00,Order Clerks
47,15-1253.00,Software Quality Assurance Analysts and Testers
46,45-2021.00,Animal Breeders
46,11-9041.00,Architectural and Engineering Managers
46,25-4011.00,Archivists
46,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
46,15-1299.08,Computer Systems Engineers/Architects
46,13-1041.06,Coroners
46,17-3025.00,Environmental Engineering Technologists and Technicians
46,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
46,43-9041.00,Insurance Claims and Policy Processing Clerks
