Importance,Level,Code,Occupation
74,70,11-9141.00,"Property, Real Estate, and Community Association Managers"
74,70,11-3061.00,Purchasing Managers
74,69,11-3051.06,Hydroelectric Production Managers
74,61,29-1229.04,Physical Medicine and Rehabilitation Physicians
73,71,11-3111.00,Compensation and Benefits Managers
73,70,11-9033.00,"Education Administrators, Postsecondary"
73,68,11-3012.00,Administrative Services Managers
73,67,25-2032.00,"Career/Technical Education Teachers, Secondary School"
73,66,29-1022.00,Oral and Maxillofacial Surgeons
73,40,47-4091.00,Segmental Pavers
72,68,29-1141.04,Clinical Nurse Specialists
72,66,11-3051.02,Geothermal Production Managers
72,65,29-1151.00,Nurse Anesthetists
72,63,11-9179.01,Fitness and Wellness Coordinators
72,53,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
71,77,11-9081.00,Lodging Managers
71,74,11-3031.01,Treasurers and Controllers
71,72,13-1121.00,"Meeting, Convention, and Event Planners"
71,69,19-1021.00,Biochemists and Biophysicists
71,67,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
71,66,17-2051.02,Water/Wastewater Engineers
71,60,11-2021.00,Marketing Managers
71,58,27-2022.00,Coaches and Scouts
70,74,29-1217.00,Neurologists
70,70,11-1011.03,Chief Sustainability Officers
70,69,11-9021.00,Construction Managers
70,68,11-9199.01,Regulatory Affairs Managers
70,62,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
70,60,29-1023.00,Orthodontists
69,68,17-2051.01,Transportation Engineers
69,65,11-9199.08,Loss Prevention Managers
69,65,17-2131.00,Materials Engineers
69,65,11-9151.00,Social and Community Service Managers
69,58,25-2058.00,"Special Education Teachers, Secondary School"
69,44,49-3091.00,Bicycle Repairers
68,67,11-3051.00,Industrial Production Managers
68,67,11-3051.01,Quality Control Systems Managers
68,65,29-1229.06,Sports Medicine Physicians
68,64,17-1011.00,"Architects, Except Landscape and Naval"
68,63,29-1141.01,Acute Care Nurses
68,61,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
68,59,39-1013.00,First-Line Supervisors of Gambling Services Workers
68,59,29-1041.00,Optometrists
68,56,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
68,55,29-1125.00,Recreational Therapists
68,55,33-9032.00,Security Guards
68,48,33-3052.00,Transit and Railroad Police
67,67,13-1081.00,Logisticians
67,65,13-2099.04,"Fraud Examiners, Investigators and Analysts"
67,65,29-1024.00,Prosthodontists
67,63,19-1029.03,Geneticists
67,63,17-1022.00,Surveyors
67,62,41-1011.00,First-Line Supervisors of Retail Sales Workers
67,61,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
67,59,47-5013.00,"Service Unit Operators, Oil and Gas"
67,53,25-2059.01,Adapted Physical Education Specialists
66,67,49-9044.00,Millwrights
66,66,15-1299.08,Computer Systems Engineers/Architects
66,66,13-1111.00,Management Analysts
66,65,29-1241.00,"Ophthalmologists, Except Pediatric"
66,64,47-1011.03,Solar Energy Installation Managers
66,58,27-2012.05,Media Technical Directors/Managers
66,55,25-1021.00,"Computer Science Teachers, Postsecondary"
66,54,53-7041.00,Hoist and Winch Operators
66,49,29-2061.00,Licensed Practical and Licensed Vocational Nurses
65,70,17-2141.02,Automotive Engineers
65,63,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
65,62,13-1041.08,Customs Brokers
65,60,25-4011.00,Archivists
65,60,25-1042.00,"Biological Science Teachers, Postsecondary"
65,59,47-5012.00,"Rotary Drill Operators, Oil and Gas"
65,58,13-1041.06,Coroners
65,58,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
65,55,33-2022.00,Forest Fire Inspectors and Prevention Specialists
65,52,19-1029.01,Bioinformatics Scientists
65,50,53-5011.00,Sailors and Marine Oilers
64,68,17-1012.00,Landscape Architects
64,63,17-2051.00,Civil Engineers
64,63,19-1013.00,Soil and Plant Scientists
64,59,51-5112.00,Printing Press Operators
64,51,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
64,44,33-9099.02,Retail Loss Prevention Specialists
64,30,45-2091.00,Agricultural Equipment Operators
63,66,31-9095.00,Pharmacy Aides
63,63,27-1025.00,Interior Designers
63,63,17-2199.09,Nanosystems Engineers
63,62,29-1224.00,Radiologists
63,61,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
63,61,29-1161.00,Nurse Midwives
63,61,29-1081.00,Podiatrists
63,60,19-1029.04,Biologists
63,60,19-3022.00,Survey Researchers
63,59,25-1053.00,"Environmental Science Teachers, Postsecondary"
63,58,29-1181.00,Audiologists
63,58,21-2011.00,Clergy
63,57,33-3021.06,Intelligence Analysts
63,57,27-3031.00,Public Relations Specialists
63,56,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
63,56,29-2091.00,Orthotists and Prosthetists
63,56,29-1051.00,Pharmacists
63,54,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
63,53,11-9199.02,Compliance Managers
63,47,25-2023.00,"Career/Technical Education Teachers, Middle School"
62,61,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
62,60,29-1229.01,Allergists and Immunologists
62,59,25-1031.00,"Architecture Teachers, Postsecondary"
62,59,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
62,59,19-1029.02,Molecular and Cellular Biologists
62,56,47-5081.00,Helpers--Extraction Workers
62,52,25-1032.00,"Engineering Teachers, Postsecondary"
62,43,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
61,64,17-2081.00,Environmental Engineers
61,63,25-9031.00,Instructional Coordinators
61,63,15-1255.01,Video Game Designers
61,61,17-2111.02,Fire-Prevention and Protection Engineers
61,59,29-1211.00,Anesthesiologists
61,59,19-1022.00,Microbiologists
61,57,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
61,55,33-3051.00,Police and Sheriff's Patrol Officers
61,55,27-2012.00,Producers and Directors
61,55,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
61,54,29-1011.00,Chiropractors
61,52,33-3012.00,Correctional Officers and Jailers
61,51,39-6012.00,Concierges
61,50,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
61,50,47-2181.00,Roofers
61,49,21-1015.00,Rehabilitation Counselors
61,45,35-3011.00,Bartenders
61,44,29-2051.00,Dietetic Technicians
61,42,27-1014.00,Special Effects Artists and Animators
61,36,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
60,63,19-3051.00,Urban and Regional Planners
60,62,19-2043.00,Hydrologists
60,61,17-1022.01,Geodetic Surveyors
60,61,13-1081.01,Logistics Engineers
60,60,29-1141.02,Advanced Practice Psychiatric Nurses
60,60,17-2021.00,Agricultural Engineers
60,60,19-3099.01,Transportation Planners
60,59,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
60,57,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
60,55,29-1171.00,Nurse Practitioners
60,52,21-1023.00,Mental Health and Substance Abuse Social Workers
60,52,29-1221.00,"Pediatricians, General"
60,49,47-2011.00,Boilermakers
60,48,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
60,46,25-2021.00,"Elementary School Teachers, Except Special Education"
60,45,31-2012.00,Occupational Therapy Aides
59,62,15-1211.01,Health Informatics Specialists
59,60,19-5011.00,Occupational Health and Safety Specialists
59,58,13-1199.04,Business Continuity Planners
59,58,17-2199.03,"Energy Engineers, Except Wind and Solar"
59,58,13-1075.00,Labor Relations Specialists
59,58,29-9099.01,Midwives
59,58,25-1065.00,"Political Science Teachers, Postsecondary"
59,57,13-2011.00,Accountants and Auditors
59,56,19-3032.00,Industrial-Organizational Psychologists
59,54,47-2031.00,Carpenters
59,54,19-2032.00,Materials Scientists
59,52,47-4099.03,Weatherization Installers and Technicians
59,51,47-2211.00,Sheet Metal Workers
59,49,17-3027.00,Mechanical Engineering Technologists and Technicians
59,48,47-2141.00,"Painters, Construction and Maintenance"
59,45,31-9092.00,Medical Assistants
58,64,13-1199.05,Sustainability Specialists
58,62,17-2031.00,Bioengineers and Biomedical Engineers
58,61,19-3091.00,Anthropologists and Archeologists
58,59,43-4111.00,"Interviewers, Except Eligibility and Loan"
58,58,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
58,58,27-4014.00,Sound Engineering Technicians
58,57,29-1213.00,Dermatologists
58,57,19-4071.00,Forest and Conservation Technicians
58,56,47-2051.00,Cement Masons and Concrete Finishers
58,55,29-1071.00,Physician Assistants
58,52,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
58,52,25-1054.00,"Physics Teachers, Postsecondary"
58,51,39-9032.00,Recreation Workers
58,50,49-9092.00,Commercial Divers
58,50,31-9097.00,Phlebotomists
58,49,19-1031.00,Conservation Scientists
58,48,53-2022.00,Airfield Operations Specialists
58,46,21-1094.00,Community Health Workers
58,44,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
57,64,47-2161.00,Plasterers and Stucco Masons
57,64,11-9121.02,Water Resource Specialists
57,60,19-1041.00,Epidemiologists
57,58,13-1151.00,Training and Development Specialists
57,57,19-1011.00,Animal Scientists
57,57,25-1022.00,"Mathematical Science Teachers, Postsecondary"
57,55,29-2099.01,Neurodiagnostic Technologists
57,55,39-9041.00,Residential Advisors
57,54,29-1129.01,Art Therapists
57,53,25-2057.00,"Special Education Teachers, Middle School"
57,50,33-2011.00,Firefighters
57,49,47-2043.00,Floor Sanders and Finishers
57,48,25-2012.00,"Kindergarten Teachers, Except Special Education"
57,47,39-4021.00,Funeral Attendants
57,46,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
57,46,47-4031.00,Fence Erectors
57,44,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
57,27,53-7071.00,Gas Compressor and Gas Pumping Station Operators
56,59,19-1031.02,Range Managers
56,57,51-8013.03,Biomass Plant Technicians
56,57,47-2021.00,Brickmasons and Blockmasons
56,57,13-2061.00,Financial Examiners
56,57,19-1012.00,Food Scientists and Technologists
56,57,13-1131.00,Fundraisers
56,56,47-4051.00,Highway Maintenance Workers
56,54,17-2171.00,Petroleum Engineers
56,53,17-2199.08,Robotics Engineers
56,53,15-1299.01,Web Administrators
56,51,19-1032.00,Foresters
56,51,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
56,51,27-4021.00,Photographers
56,49,39-5091.00,"Makeup Artists, Theatrical and Performance"
56,48,39-1022.00,First-Line Supervisors of Personal Service Workers
56,46,33-9093.00,Transportation Security Screeners
56,44,47-3016.00,Helpers--Roofers
56,44,49-9081.00,Wind Turbine Service Technicians
56,41,47-2231.00,Solar Photovoltaic Installers
55,59,15-2011.00,Actuaries
55,58,19-2041.02,Environmental Restoration Planners
55,57,17-2141.01,Fuel Cell Engineers
55,56,25-4012.00,Curators
55,55,29-1223.00,Psychiatrists
55,54,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
55,54,29-1218.00,Obstetricians and Gynecologists
55,53,15-1299.03,Document Management Specialists
55,53,29-2035.00,Magnetic Resonance Imaging Technologists
55,51,29-1141.03,Critical Care Nurses
55,51,29-2099.05,Ophthalmic Medical Technologists
55,50,49-3011.00,Aircraft Mechanics and Service Technicians
55,48,47-2132.00,"Insulation Workers, Mechanical"
55,48,29-1123.00,Physical Therapists
55,39,51-4051.00,Metal-Refining Furnace Operators and Tenders
55,37,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
55,28,27-1026.00,Merchandise Displayers and Window Trimmers
54,61,17-2041.00,Chemical Engineers
54,55,15-2041.01,Biostatisticians
54,54,27-1027.00,Set and Exhibit Designers
54,52,47-2111.00,Electricians
54,52,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
54,51,25-1064.00,"Geography Teachers, Postsecondary"
54,51,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
54,49,33-3011.00,Bailiffs
54,49,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
54,45,29-9093.00,Surgical Assistants
54,44,31-9091.00,Dental Assistants
54,43,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
54,40,13-1071.00,Human Resources Specialists
54,39,41-2012.00,Gambling Change Persons and Booth Cashiers
53,60,15-1241.00,Computer Network Architects
53,59,17-2061.00,Computer Hardware Engineers
53,57,29-1229.02,Hospitalists
53,56,13-1051.00,Cost Estimators
53,54,19-1023.00,Zoologists and Wildlife Biologists
53,53,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
53,52,15-1241.01,Telecommunications Engineering Specialists
53,51,19-2021.00,Atmospheric and Space Scientists
53,50,27-4012.00,Broadcast Technicians
53,50,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
53,50,29-2081.00,"Opticians, Dispensing"
53,49,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
53,46,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
53,46,51-8031.00,Water and Wastewater Treatment Plant and System Operators
53,44,19-4013.00,Food Science Technicians
52,56,29-1122.00,Occupational Therapists
52,54,33-2021.00,Fire Inspectors and Investigators
52,54,17-2112.03,Manufacturing Engineers
52,54,11-9199.10,Wind Energy Development Managers
52,53,29-1131.00,Veterinarians
52,52,51-4192.00,"Layout Workers, Metal and Plastic"
52,52,17-2199.10,Wind Energy Engineers
52,50,25-1081.00,"Education Teachers, Postsecondary"
52,49,25-1052.00,"Chemistry Teachers, Postsecondary"
52,49,19-3033.00,Clinical and Counseling Psychologists
52,48,27-3041.00,Editors
52,47,13-1041.04,Government Property Inspectors and Investigators
52,47,47-5043.00,"Roof Bolters, Mining"
52,45,51-8013.04,Hydroelectric Plant Technicians
52,44,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
52,42,47-5023.00,"Earth Drillers, Except Oil and Gas"
52,40,29-2053.00,Psychiatric Technicians
52,35,35-3023.00,Fast Food and Counter Workers
51,55,19-2011.00,Astronomers
51,55,39-7012.00,Travel Guides
51,54,25-1123.00,"English Language and Literature Teachers, Postsecondary"
51,53,15-2051.02,Clinical Data Managers
51,52,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
51,51,45-4022.00,Logging Equipment Operators
51,51,27-2041.00,Music Directors and Composers
51,50,51-8011.00,Nuclear Power Reactor Operators
51,49,49-9051.00,Electrical Power-Line Installers and Repairers
51,47,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
51,46,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
51,46,25-1113.00,"Social Work Teachers, Postsecondary"
51,44,29-1126.00,Respiratory Therapists
51,42,51-3021.00,Butchers and Meat Cutters
51,42,35-2014.00,"Cooks, Restaurant"
51,42,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
51,42,31-9099.02,Endoscopy Technicians
51,42,53-4011.00,Locomotive Engineers
51,41,27-3043.00,Writers and Authors
51,32,43-4141.00,New Accounts Clerks
50,57,19-2099.01,Remote Sensing Scientists and Technologists
50,55,13-1161.00,Market Research Analysts and Marketing Specialists
50,55,19-5012.00,Occupational Health and Safety Technicians
50,54,13-2052.00,Personal Financial Advisors
50,53,15-1243.00,Database Architects
50,53,13-1081.02,Logistics Analysts
50,52,29-1128.00,Exercise Physiologists
50,50,13-1161.01,Search Marketing Strategists
50,48,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
50,48,11-9051.00,Food Service Managers
50,48,21-1091.00,Health Education Specialists
50,48,43-5061.00,"Production, Planning, and Expediting Clerks"
50,48,47-2022.00,Stonemasons
50,48,25-3041.00,Tutors
50,47,11-2011.00,Advertising and Promotions Managers
50,47,47-4011.00,Construction and Building Inspectors
50,47,29-1299.02,Orthoptists
50,47,29-1124.00,Radiation Therapists
50,47,53-7062.04,Recycling and Reclamation Workers
50,43,25-1082.00,"Library Science Teachers, Postsecondary"
50,43,49-9094.00,Locksmiths and Safe Repairers
50,43,41-2022.00,Parts Salespersons
50,41,29-2057.00,Ophthalmic Medical Technicians
50,41,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
50,40,51-8099.01,Biofuels Processing Technicians
50,40,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
50,38,35-2012.00,"Cooks, Institution and Cafeteria"
50,34,51-9011.00,Chemical Equipment Operators and Tenders
50,33,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
50,33,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
49,53,15-2031.00,Operations Research Analysts
49,52,27-2021.00,Athletes and Sports Competitors
49,52,29-2012.00,Medical and Clinical Laboratory Technicians
49,50,19-2041.01,Climate Change Policy Analysts
49,50,41-9022.00,Real Estate Sales Agents
49,50,17-2199.11,Solar Energy Systems Engineers
49,49,51-9162.00,Computer Numerically Controlled Tool Programmers
49,49,21-1022.00,Healthcare Social Workers
49,49,13-1041.07,Regulatory Affairs Specialists
49,47,33-3051.04,Customs and Border Protection Officers
49,47,33-3021.00,Detectives and Criminal Investigators
49,46,47-4041.00,Hazardous Materials Removal Workers
49,46,51-8012.00,Power Distributors and Dispatchers
49,45,21-1092.00,Probation Officers and Correctional Treatment Specialists
49,44,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
49,44,53-7051.00,Industrial Truck and Tractor Operators
49,43,19-4012.00,Agricultural Technicians
49,42,47-4011.01,Energy Auditors
49,41,13-2082.00,Tax Preparers
49,39,47-2073.00,Operating Engineers and Other Construction Equipment Operators
49,36,51-5111.00,Prepress Technicians and Workers
49,36,25-9044.00,"Teaching Assistants, Postsecondary"
49,35,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
48,56,29-1216.00,General Internal Medicine Physicians
48,53,47-2171.00,Reinforcing Iron and Rebar Workers
48,52,19-3092.00,Geographers
48,50,25-1122.00,"Communications Teachers, Postsecondary"
48,48,25-1063.00,"Economics Teachers, Postsecondary"
48,48,17-2121.00,Marine Engineers and Naval Architects
48,48,47-2053.00,Terrazzo Workers and Finishers
48,46,29-1031.00,Dietitians and Nutritionists
48,45,25-1011.00,"Business Teachers, Postsecondary"
48,45,17-3026.00,Industrial Engineering Technologists and Technicians
48,45,53-5022.00,Motorboat Operators
48,44,33-3041.00,Parking Enforcement Workers
48,40,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
48,38,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
48,38,53-7121.00,"Tank Car, Truck, and Ship Loaders"
48,37,35-9021.00,Dishwashers
48,34,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
47,50,11-9171.00,Funeral Home Managers
47,48,17-2199.07,Photonics Engineers
47,45,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
47,45,45-4011.00,Forest and Conservation Workers
47,45,17-3029.01,Non-Destructive Testing Specialists
47,45,29-1229.03,Urologists
47,44,53-7064.00,"Packers and Packagers, Hand"
47,44,51-9197.00,Tire Builders
47,43,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
47,40,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
47,40,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
47,40,45-4023.00,Log Graders and Scalers
47,40,31-9093.00,Medical Equipment Preparers
47,40,53-7073.00,Wellhead Pumpers
47,39,39-9031.00,Exercise Trainers and Group Fitness Instructors
47,37,39-3092.00,Costume Attendants
47,34,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
47,32,35-3023.01,Baristas
47,31,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
47,28,51-9111.00,Packaging and Filling Machine Operators and Tenders
47,27,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
47,26,43-3011.00,Bill and Account Collectors
46,56,13-2099.01,Financial Quantitative Analysts
46,54,25-1067.00,"Sociology Teachers, Postsecondary"
46,53,17-2112.02,Validation Engineers
46,47,53-2012.00,Commercial Pilots
46,44,47-2061.00,Construction Laborers
46,44,35-2021.00,Food Preparation Workers
46,39,39-2011.00,Animal Trainers
46,39,51-7021.00,Furniture Finishers
46,34,43-9021.00,Data Entry Keyers
46,34,51-8021.00,Stationary Engineers and Boiler Operators
46,30,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
45,51,25-9021.00,Farm and Home Management Educators
45,51,19-1042.00,"Medical Scientists, Except Epidemiologists"
45,50,19-3094.00,Political Scientists
45,49,19-4012.01,Precision Agriculture Technicians
45,49,15-1253.00,Software Quality Assurance Analysts and Testers
45,48,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
45,44,27-1011.00,Art Directors
45,44,21-1014.00,Mental Health Counselors
45,43,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
45,42,17-3027.01,Automotive Engineering Technicians
45,42,23-1011.00,Lawyers
45,39,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
45,39,13-1041.01,Environmental Compliance Inspectors
45,39,35-3041.00,"Food Servers, Nonrestaurant"
45,39,29-2052.00,Pharmacy Technicians
45,39,43-5031.00,Public Safety Telecommunicators
45,39,47-2221.00,Structural Iron and Steel Workers
45,37,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
45,37,51-2051.00,Fiberglass Laminators and Fabricators
45,36,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
45,36,25-2051.00,"Special Education Teachers, Preschool"
45,35,29-2055.00,Surgical Technologists
45,34,29-2033.00,Nuclear Medicine Technologists
45,33,27-4032.00,Film and Video Editors
45,33,51-4052.00,"Pourers and Casters, Metal"
45,33,49-2098.00,Security and Fire Alarm Systems Installers
45,33,51-2092.00,Team Assemblers
45,31,49-9052.00,Telecommunications Line Installers and Repairers
45,29,29-2032.00,Diagnostic Medical Sonographers
44,52,15-2051.01,Business Intelligence Analysts
44,51,19-2041.03,Industrial Ecologists
44,50,17-2112.01,Human Factors Engineers and Ergonomists
44,48,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
44,44,11-3031.03,Investment Fund Managers
44,44,17-2072.01,Radio Frequency Identification Device Specialists
44,43,29-2056.00,Veterinary Technologists and Technicians
44,42,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
44,41,51-9161.00,Computer Numerically Controlled Tool Operators
44,41,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
44,39,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
44,38,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
44,36,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
44,36,45-2041.00,"Graders and Sorters, Agricultural Products"
44,36,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
44,34,29-1292.00,Dental Hygienists
44,34,51-6011.00,Laundry and Dry-Cleaning Workers
44,34,39-5093.00,Shampooers
44,32,43-4051.00,Customer Service Representatives
44,31,49-9041.00,Industrial Machinery Mechanics
43,44,17-3026.01,Nanotechnology Engineering Technologists and Technicians
43,43,29-1129.02,Music Therapists
43,43,19-4099.03,Remote Sensing Technicians
43,42,47-2044.00,Tile and Stone Setters
43,41,29-1299.01,Naturopathic Physicians
43,40,29-2011.02,Cytotechnologists
43,40,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
43,38,49-3021.00,Automotive Body and Related Repairers
43,38,47-2041.00,Carpet Installers
43,38,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
43,37,25-3021.00,Self-Enrichment Teachers
43,37,37-3013.00,Tree Trimmers and Pruners
43,36,47-4021.00,Elevator and Escalator Installers and Repairers
43,35,27-4031.00,"Camera Operators, Television, Video, and Film"
43,33,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
43,33,25-2011.00,"Preschool Teachers, Except Special Education"
43,28,51-3011.00,Bakers
43,27,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
43,26,39-9011.00,Childcare Workers
42,51,19-3041.00,Sociologists
42,48,19-2012.00,Physicists
42,47,15-2041.00,Statisticians
42,46,15-1254.00,Web Developers
42,43,17-2011.00,Aerospace Engineers
42,42,17-2071.00,Electrical Engineers
42,41,43-5011.01,Freight Forwarders
42,41,49-9099.01,Geothermal Technicians
42,41,49-3052.00,Motorcycle Mechanics
42,41,17-3024.01,Robotics Technicians
42,41,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
42,40,49-2091.00,Avionics Technicians
42,40,17-2199.05,Mechatronics Engineers
42,39,47-5041.00,Continuous Mining Machine Operators
42,39,27-2023.00,"Umpires, Referees, and Other Sports Officials"
42,38,17-3011.00,Architectural and Civil Drafters
42,38,29-2011.01,Cytogenetic Technologists
42,38,29-2011.00,Medical and Clinical Laboratory Technologists
42,36,27-3091.00,Interpreters and Translators
42,36,49-9071.00,"Maintenance and Repair Workers, General"
42,35,39-6011.00,Baggage Porters and Bellhops
42,34,31-2021.00,Physical Therapist Assistants
42,34,43-3071.00,Tellers
42,33,53-7031.00,Dredge Operators
42,33,51-4062.00,"Patternmakers, Metal and Plastic"
42,32,35-2015.00,"Cooks, Short Order"
